name,clean sheets,goals conceded,tackles,tackle success,last man tackles,blocked shots,interceptions,clearances,headed clearance,clearances off line,recoveries,duels won,duels lost,successful 50/50,aerial battles won,aerial battles lost,own goals,errors leading to goal,assists,passes,passes per match,big chances created,crosses,cross accuracy,through balls,accurate long balls,yellow cards,red cards,fouls,offsides,goals,headed goals,goals with right foot,goals with left foot,hit woodwork
 Gabriel,5.0,18.0,25.0,0.64,0.0,1.0,30.0,85.0,48.0,0.0,104.0,90.0,78.0,9.0,49.0,39.0,0.0,0.0,0.0,872.0,45.89,0.0,8.0,0.25,0.0,24.0,6.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jeffrey Schlupp,3.0,17.0,35.0,0.8,0.0,2.0,26.0,49.0,26.0,0.0,72.0,83.0,62.0,15.0,23.0,18.0,0.0,0.0,0.0,349.0,18.37,0.0,15.0,0.13,0.0,27.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 James Tarkowski,1.0,11.0,19.0,0.74,0.0,2.0,11.0,37.0,20.0,0.0,31.0,56.0,40.0,3.0,26.0,19.0,0.0,0.0,0.0,263.0,13.84,0.0,2.0,0.0,0.0,24.0,1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
 Sam Byram,3.0,27.0,24.0,0.75,0.0,2.0,42.0,59.0,32.0,0.0,69.0,63.0,65.0,4.0,23.0,22.0,0.0,0.0,1.0,435.0,24.17,1.0,27.0,0.15,1.0,20.0,5.0,1.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0
 Matteo Darmian,8.0,8.0,42.0,0.64,0.0,0.0,39.0,71.0,26.0,0.0,71.0,86.0,71.0,3.0,25.0,14.0,0.0,0.0,0.0,595.0,33.06,1.0,19.0,0.21,0.0,20.0,3.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0
 Papy Djilobodji,1.0,35.0,24.0,0.71,0.0,4.0,54.0,163.0,82.0,0.0,97.0,103.0,73.0,11.0,56.0,36.0,0.0,1.0,0.0,694.0,38.56,0.0,5.0,0.4,0.0,74.0,4.0,1.0,23.0,2.0,0.0,0.0,0.0,0.0,1.0
 Mason Holgate,5.0,18.0,41.0,0.76,0.0,1.0,21.0,67.0,43.0,0.0,81.0,96.0,69.0,7.0,33.0,26.0,0.0,0.0,1.0,643.0,35.72,3.0,48.0,0.13,0.0,35.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
 Phil Jones,5.0,14.0,34.0,0.71,1.0,2.0,27.0,138.0,88.0,1.0,99.0,92.0,40.0,5.0,46.0,21.0,0.0,0.0,0.0,791.0,43.94,1.0,1.0,0.0,0.0,44.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
 Angel Rangel,1.0,24.0,32.0,0.72,0.0,0.0,26.0,31.0,17.0,0.0,51.0,57.0,38.0,5.0,13.0,13.0,0.0,0.0,0.0,545.0,30.28,1.0,11.0,0.36,1.0,37.0,1.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0
 Danny Rose,7.0,11.0,50.0,0.68,1.0,8.0,22.0,52.0,24.0,0.0,81.0,148.0,97.0,25.0,27.0,16.0,0.0,0.0,2.0,783.0,43.5,1.0,65.0,0.22,0.0,57.0,8.0,0.0,26.0,1.0,2.0,0.0,0.0,2.0,0.0
 Chris Smalling,4.0,16.0,12.0,0.75,0.0,1.0,13.0,126.0,75.0,0.0,45.0,67.0,32.0,1.0,48.0,18.0,0.0,2.0,1.0,464.0,25.78,1.0,0.0,0.0,0.0,21.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0
 Jordi Amat,5.0,69.0,88.0,0.7,0.0,0.0,91.0,251.0,108.0,1.0,183.0,180.0,188.0,13.0,62.0,97.0,0.0,4.0,0.0,1866.0,35.88,0.0,2.0,0.02,0.0,164.0,11.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
 Bacary Sagna,6.0,14.0,23.0,0.61,0.0,1.0,20.0,48.0,27.0,1.0,60.0,73.0,42.0,3.0,39.0,29.0,0.0,0.0,1.0,832.0,48.94,1.0,26.0,0.12,0.0,22.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
 Jack Stephens,6.0,24.0,22.0,0.68,1.0,1.0,24.0,79.0,45.0,0.0,105.0,64.0,67.0,8.0,29.0,39.0,0.0,0.0,1.0,729.0,42.88,1.0,4.0,0.0,2.0,25.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
 Christian Kabasele,1.0,15.0,15.0,0.8,0.0,2.0,17.0,40.0,28.0,0.0,26.0,39.0,43.0,2.0,18.0,19.0,0.0,0.0,0.0,238.0,14.88,0.0,10.0,0.3,0.0,24.0,1.0,0.0,13.0,0.0,2.0,1.0,1.0,0.0,0.0
 Håvard Nordtveit,2.0,20.0,18.0,0.78,0.0,4.0,24.0,25.0,15.0,0.0,61.0,49.0,35.0,4.0,19.0,7.0,0.0,0.0,1.0,413.0,25.81,1.0,9.0,0.11,0.0,43.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
 Bryan Oviedo,2.0,20.0,31.0,0.84,0.0,1.0,19.0,28.0,8.0,0.0,61.0,60.0,34.0,14.0,8.0,3.0,0.0,0.0,0.0,398.0,24.88,1.0,21.0,0.19,1.0,17.0,3.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
 Andrea Ranocchia,3.0,31.0,28.0,0.79,0.0,2.0,22.0,114.0,70.0,0.0,57.0,89.0,62.0,1.0,43.0,35.0,0.0,1.0,2.0,550.0,34.38,1.0,2.0,0.0,1.0,36.0,2.0,0.0,13.0,0.0,2.0,1.0,1.0,0.0,0.0
 Phil Bardsley,2.0,17.0,32.0,0.81,0.0,1.0,27.0,27.0,9.0,0.0,65.0,59.0,61.0,3.0,8.0,16.0,0.0,0.0,0.0,397.0,26.47,2.0,28.0,0.29,0.0,30.0,4.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
 Craig Cathcart,2.0,21.0,23.0,0.65,0.0,0.0,18.0,52.0,25.0,2.0,48.0,49.0,38.0,1.0,23.0,15.0,0.0,0.0,1.0,364.0,24.27,1.0,4.0,0.5,0.0,35.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
 Martin Olsson,4.0,18.0,10.0,0.7,0.0,2.0,10.0,49.0,30.0,0.0,79.0,62.0,57.0,9.0,21.0,21.0,0.0,0.0,0.0,496.0,33.07,0.0,59.0,0.2,0.0,34.0,2.0,0.0,12.0,0.0,2.0,0.0,0.0,2.0,0.0
 Daniel Ayala,3.0,16.0,11.0,0.45,0.0,0.0,27.0,68.0,38.0,0.0,57.0,49.0,44.0,0.0,36.0,19.0,0.0,0.0,0.0,380.0,27.14,0.0,6.0,0.17,1.0,38.0,3.0,0.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0
 Branislav Ivanovic,1.0,9.0,11.0,1.0,0.0,2.0,11.0,24.0,14.0,0.0,31.0,44.0,26.0,6.0,19.0,12.0,0.0,0.0,0.0,329.0,25.31,0.0,23.0,0.13,1.0,27.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
 Stephen Kingsley,3.0,20.0,12.0,0.83,0.0,0.0,8.0,24.0,6.0,0.0,67.0,32.0,26.0,6.0,7.0,12.0,0.0,0.0,0.0,434.0,33.38,0.0,47.0,0.21,0.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 Arthur Masuaku,3.0,24.0,40.0,0.78,0.0,1.0,26.0,27.0,14.0,0.0,89.0,96.0,71.0,30.0,16.0,15.0,0.0,0.0,1.0,468.0,36.0,1.0,30.0,0.23,0.0,32.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
 Nathan Aké,3.0,20.0,22.0,0.77,0.0,2.0,11.0,76.0,45.0,1.0,50.0,48.0,28.0,3.0,21.0,18.0,0.0,0.0,1.0,405.0,33.75,2.0,2.0,0.5,1.0,14.0,1.0,0.0,4.0,0.0,3.0,2.0,0.0,1.0,0.0
 Ben Chilwell,1.0,18.0,23.0,0.78,0.0,2.0,23.0,16.0,8.0,0.0,54.0,76.0,51.0,11.0,27.0,18.0,0.0,0.0,0.0,301.0,25.08,1.0,18.0,0.06,2.0,14.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0
 Donald Love,0.0,11.0,20.0,0.65,0.0,1.0,15.0,24.0,8.0,1.0,37.0,36.0,37.0,3.0,9.0,17.0,0.0,0.0,1.0,215.0,17.92,1.0,20.0,0.25,1.0,12.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
 Alberto Moreno,0.0,7.0,6.0,1.0,0.0,1.0,2.0,17.0,6.0,0.0,15.0,17.0,12.0,3.0,2.0,4.0,0.0,0.0,1.0,182.0,15.17,0.0,13.0,0.23,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
 Kieran Trippier,2.0,3.0,17.0,0.76,0.0,2.0,7.0,13.0,4.0,0.0,31.0,26.0,22.0,0.0,4.0,5.0,0.0,0.0,5.0,346.0,28.83,5.0,29.0,0.24,0.0,12.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
 Ashley Young,2.0,6.0,18.0,0.83,0.0,2.0,16.0,25.0,5.0,0.0,73.0,47.0,36.0,11.0,3.0,5.0,0.0,0.0,1.0,429.0,35.75,1.0,38.0,0.16,1.0,18.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
 Yohan Benalouane,4.0,15.0,17.0,0.71,0.0,1.0,26.0,56.0,33.0,0.0,49.0,40.0,46.0,3.0,18.0,23.0,0.0,0.0,0.0,188.0,17.09,0.0,0.0,0.0,0.0,16.0,4.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
 Bernardo Espinosa,3.0,13.0,22.0,0.73,0.0,0.0,17.0,68.0,39.0,0.0,41.0,55.0,63.0,0.0,27.0,35.0,0.0,0.0,0.0,526.0,47.82,0.0,0.0,0.0,0.0,42.0,2.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0
 Kieran Gibbs,3.0,3.0,12.0,0.58,0.0,1.0,10.0,34.0,25.0,0.0,43.0,47.0,59.0,14.0,20.0,25.0,0.0,0.0,1.0,372.0,33.82,0.0,31.0,0.26,0.0,8.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0
 Vincent Kompany,4.0,6.0,15.0,0.73,0.0,1.0,16.0,42.0,28.0,0.0,51.0,42.0,32.0,2.0,19.0,9.0,0.0,0.0,0.0,557.0,50.64,1.0,1.0,1.0,0.0,35.0,5.0,0.0,19.0,0.0,3.0,2.0,1.0,0.0,1.0
 Luke Shaw,3.0,6.0,12.0,0.5,1.0,4.0,13.0,27.0,11.0,0.0,43.0,38.0,28.0,9.0,11.0,6.0,0.0,0.0,1.0,382.0,34.73,1.0,21.0,0.33,0.0,9.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
 Neil Taylor,1.0,26.0,22.0,0.82,0.0,0.0,25.0,20.0,9.0,0.0,55.0,36.0,39.0,3.0,7.0,5.0,0.0,0.0,0.0,361.0,32.82,0.0,28.0,0.32,0.0,8.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
 Marc Muniesa,3.0,7.0,21.0,0.62,0.0,2.0,23.0,31.0,17.0,0.0,34.0,42.0,31.0,4.0,11.0,9.0,0.0,0.0,0.0,308.0,30.8,0.0,8.0,0.13,0.0,10.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0
 Rob Holding,4.0,8.0,12.0,0.75,0.0,2.0,10.0,47.0,24.0,0.0,42.0,48.0,40.0,7.0,27.0,19.0,0.0,0.0,0.0,465.0,51.67,0.0,2.0,1.0,0.0,25.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
 Cuco Martina,1.0,6.0,11.0,0.82,0.0,0.0,15.0,16.0,6.0,0.0,26.0,21.0,19.0,1.0,4.0,8.0,0.0,0.0,0.0,307.0,34.11,0.0,37.0,0.24,0.0,14.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
 John Terry,1.0,9.0,3.0,0.67,0.0,1.0,4.0,21.0,16.0,0.0,16.0,20.0,16.0,0.0,14.0,6.0,0.0,1.0,0.0,320.0,35.56,1.0,1.0,0.0,0.0,10.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0
 Kurt Zouma,0.0,8.0,8.0,0.63,0.0,0.0,5.0,11.0,7.0,0.0,15.0,20.0,5.0,5.0,5.0,2.0,0.0,1.0,1.0,128.0,14.22,1.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Omar Elabdellaoui,1.0,16.0,6.0,0.67,0.0,0.0,9.0,31.0,15.0,0.0,27.0,17.0,23.0,2.0,6.0,10.0,0.0,1.0,0.0,218.0,27.25,0.0,15.0,0.27,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Ezekiel Fryers,0.0,7.0,2.0,0.5,0.0,0.0,1.0,5.0,2.0,0.0,17.0,5.0,14.0,1.0,0.0,3.0,0.0,0.0,1.0,70.0,8.75,1.0,9.0,0.33,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Mamadou Sakho,4.0,6.0,3.0,0.67,1.0,0.0,15.0,47.0,33.0,1.0,59.0,28.0,26.0,3.0,19.0,17.0,0.0,0.0,0.0,225.0,28.13,0.0,1.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Mike van der Hoorn,1.0,20.0,9.0,0.89,0.0,0.0,18.0,56.0,33.0,0.0,54.0,42.0,34.0,0.0,24.0,14.0,0.0,0.0,0.0,324.0,40.5,0.0,0.0,0.0,0.0,39.0,1.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0
 Trent Alexander-Arnold,0.0,2.0,4.0,0.5,0.0,1.0,3.0,11.0,2.0,0.0,9.0,7.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,71.0,10.14,0.0,6.0,0.17,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jan Kirchhoff,0.0,11.0,14.0,0.71,0.0,1.0,10.0,12.0,8.0,0.0,29.0,26.0,32.0,0.0,11.0,13.0,0.0,0.0,0.0,199.0,28.43,0.0,1.0,1.0,1.0,7.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
 Adrian Mariappa,26.0,196.0,245.0,0.71,5.0,7.0,216.0,670.0,288.0,7.0,378.0,648.0,481.0,27.0,308.0,233.0,0.0,3.0,1.0,3545.0,27.7,1.0,99.0,0.22,2.0,214.0,20.0,0.0,100.0,7.0,2.0,2.0,0.0,0.0,2.0
 Tyrone Mings,0.0,16.0,10.0,1.0,0.0,0.0,5.0,40.0,20.0,0.0,39.0,30.0,27.0,2.0,14.0,14.0,2.0,0.0,0.0,303.0,43.29,1.0,1.0,1.0,0.0,25.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jonas Olsson,1.0,13.0,4.0,0.5,0.0,0.0,11.0,38.0,24.0,0.0,20.0,27.0,22.0,3.0,15.0,6.0,0.0,0.0,0.0,161.0,23.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0
 Jon Flanagan,1.0,4.0,23.0,0.57,0.0,0.0,14.0,23.0,17.0,0.0,27.0,28.0,30.0,0.0,3.0,4.0,0.0,0.0,0.0,136.0,22.67,0.0,4.0,0.0,0.0,11.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
 Brad Smith,0.0,8.0,5.0,0.4,0.0,1.0,3.0,9.0,4.0,0.0,14.0,9.0,15.0,1.0,0.0,2.0,0.0,0.0,0.0,114.0,22.8,0.0,4.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Matt Targett,1.0,4.0,10.0,0.8,0.0,0.0,8.0,10.0,4.0,0.0,24.0,22.0,10.0,1.0,8.0,5.0,0.0,0.0,0.0,205.0,41.0,0.0,25.0,0.16,1.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Josh Tymon,0.0,8.0,8.0,0.75,0.0,0.0,5.0,17.0,6.0,0.0,18.0,16.0,21.0,3.0,4.0,5.0,0.0,1.0,0.0,135.0,27.0,0.0,7.0,0.14,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Kevin Wimmer,0.0,4.0,3.0,0.67,0.0,0.0,4.0,13.0,9.0,0.0,8.0,13.0,8.0,1.0,8.0,3.0,1.0,0.0,0.0,225.0,45.0,0.0,1.0,0.0,0.0,13.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Timothy Fosu-Mensah,1.0,0.0,5.0,0.6,0.0,1.0,2.0,4.0,2.0,0.0,6.0,6.0,10.0,0.0,1.0,3.0,0.0,0.0,0.0,41.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 Luis Hernández,0.0,8.0,7.0,0.71,0.0,0.0,9.0,9.0,6.0,0.0,28.0,12.0,21.0,0.0,4.0,10.0,0.0,0.0,0.0,155.0,38.75,0.0,10.0,0.4,0.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jérémy Pied,0.0,1.0,3.0,0.67,0.0,1.0,2.0,2.0,1.0,0.0,11.0,8.0,7.0,2.0,0.0,4.0,0.0,0.0,0.0,70.0,17.5,0.0,13.0,0.08,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Axel Tuanzebe,1.0,4.0,9.0,0.56,0.0,1.0,7.0,8.0,6.0,0.0,13.0,16.0,17.0,1.0,2.0,5.0,0.0,0.0,0.0,143.0,35.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
 Ola Aina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Álvaro Arbeloa,0.0,9.0,5.0,0.8,0.0,0.0,9.0,7.0,4.0,0.0,17.0,12.0,10.0,0.0,4.0,1.0,0.0,0.0,0.0,104.0,34.67,0.0,6.0,0.17,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
 Brendan Galloway,1.0,3.0,7.0,0.86,0.0,1.0,7.0,6.0,1.0,0.0,18.0,16.0,16.0,3.0,3.0,4.0,0.0,0.0,0.0,59.0,19.67,0.0,3.0,0.33,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
 Kevin Long,0.0,6.0,4.0,1.0,0.0,0.0,4.0,15.0,6.0,0.0,12.0,15.0,7.0,1.0,8.0,4.0,0.0,0.0,0.0,108.0,36.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Matthew Pennington,0.0,6.0,2.0,0.5,0.0,0.0,5.0,11.0,4.0,0.0,10.0,3.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,73.0,24.33,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
 Pape Souaré,0.0,3.0,5.0,0.6,0.0,0.0,10.0,12.0,3.0,0.0,14.0,10.0,10.0,1.0,0.0,5.0,0.0,0.0,0.0,97.0,32.33,0.0,15.0,0.13,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Joleon Lescott,0.0,5.0,0.0,0.0,0.0,0.0,5.0,13.0,9.0,0.0,4.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,34.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Brandon Mason,0.0,5.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,14.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 Philipp Wollscheid,0.0,5.0,4.0,0.5,1.0,0.0,4.0,8.0,4.0,0.0,9.0,13.0,10.0,1.0,6.0,6.0,0.0,0.0,0.0,99.0,49.5,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
 Martín Cáceres,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Baily Cargill,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Mathieu Debuchy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Andrew Eleftheriou,0.0,2.0,2.0,0.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 James Husband,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Carl Jenkinson,0.0,1.0,4.0,0.75,0.0,0.0,2.0,5.0,2.0,0.0,4.0,8.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,35.0,35.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jonjoe Kenny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Per Mertesacker,0.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Demetri Mitchell,1.0,0.0,5.0,0.8,0.0,0.0,3.0,2.0,0.0,0.0,2.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Declan Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Marcin Wasilewski,0.0,2.0,2.0,0.5,0.0,0.0,2.0,2.0,2.0,0.0,6.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
