name,clean sheets,goals conceded,tackles,tackle success,last man tackles,blocked shots,interceptions,clearances,headed clearance,clearances off line,recoveries,duels won,duels lost,successful 50/50,aerial battles won,aerial battles lost,own goals,errors leading to goal,assists,passes,passes per match,big chances created,crosses,cross accuracy,through balls,accurate long balls,yellow cards,red cards,fouls,offsides,goals,headed goals,goals with right foot,goals with left foot,hit woodwork
 Sokratis,0.0,9.0,6.0,0.67,0.0,0.0,3.0,27.0,9.0,0.0,21.0,22.0,20.0,0.0,10.0,9.0,0.0,0.0,0.0,295.0,49.17,0.0,0.0,0.0,1.0,28.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
 Danny Rose,1.0,3.0,14.0,0.64,0.0,1.0,9.0,6.0,3.0,0.0,25.0,35.0,26.0,5.0,4.0,5.0,0.0,0.0,1.0,207.0,34.5,1.0,8.0,0.38,0.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jannik Vestergaard,2.0,9.0,11.0,0.64,0.0,0.0,7.0,39.0,23.0,0.0,20.0,44.0,32.0,1.0,25.0,21.0,0.0,0.0,0.0,282.0,47.0,0.0,0.0,0.0,2.0,22.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
 Eric Bailly,0.0,6.0,5.0,0.8,0.0,0.0,1.0,11.0,3.0,0.0,12.0,13.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,106.0,21.2,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Aaron Cresswell,0.0,6.0,7.0,0.71,1.0,0.0,4.0,13.0,9.0,0.0,22.0,16.0,12.0,0.0,6.0,5.0,0.0,0.0,0.0,184.0,36.8,0.0,15.0,0.27,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Charlie Daniels,2.0,4.0,11.0,0.45,0.0,1.0,4.0,12.0,4.0,0.0,24.0,25.0,17.0,4.0,8.0,9.0,0.0,0.0,0.0,214.0,42.8,0.0,11.0,0.55,0.0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Mason Holgate,0.0,9.0,5.0,0.8,0.0,0.0,3.0,31.0,14.0,0.0,21.0,28.0,20.0,2.0,14.0,17.0,0.0,0.0,0.0,253.0,50.6,0.0,0.0,0.0,0.0,26.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
 Joel Matip,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,11.0,11.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,116.0,23.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
 Alfie Mawson,0.0,10.0,6.0,0.67,0.0,0.0,7.0,25.0,14.0,0.0,21.0,15.0,13.0,0.0,8.0,10.0,0.0,0.0,0.0,165.0,33.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 Bruno,2.0,3.0,12.0,0.58,0.0,0.0,6.0,12.0,5.0,0.0,24.0,18.0,9.0,1.0,3.0,6.0,0.0,0.0,1.0,122.0,24.4,1.0,3.0,0.33,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
 Jack Stephens,3.0,8.0,5.0,0.2,0.0,0.0,11.0,24.0,12.0,0.0,30.0,28.0,23.0,2.0,18.0,17.0,0.0,0.0,0.0,181.0,36.2,0.0,1.0,0.0,0.0,11.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 Leighton Baines,0.0,5.0,6.0,0.67,0.0,1.0,2.0,6.0,1.0,0.0,9.0,8.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,142.0,35.5,0.0,16.0,0.31,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
 Joe Bryan,0.0,8.0,5.0,0.8,0.0,1.0,3.0,15.0,9.0,0.0,16.0,13.0,15.0,3.0,1.0,4.0,0.0,0.0,0.0,135.0,33.75,0.0,14.0,0.36,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Ryan Fredericks,0.0,8.0,6.0,0.5,0.0,0.0,3.0,6.0,5.0,0.0,14.0,15.0,15.0,4.0,3.0,3.0,0.0,0.0,0.0,105.0,26.25,0.0,6.0,0.5,0.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jonjoe Kenny,1.0,6.0,10.0,0.6,0.0,0.0,9.0,11.0,7.0,0.0,15.0,22.0,20.0,2.0,10.0,7.0,0.0,0.0,1.0,168.0,42.0,0.0,6.0,0.17,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
 Angelo Ogbonna,0.0,7.0,6.0,0.17,0.0,0.0,2.0,9.0,7.0,0.0,9.0,13.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,79.0,19.75,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Tim Ream,0.0,12.0,4.0,0.75,0.0,0.0,7.0,16.0,7.0,0.0,19.0,15.0,12.0,0.0,9.0,6.0,0.0,0.0,0.0,180.0,45.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Rúben Vinagre,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,34.0,8.5,0.0,8.0,0.25,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Antonio Valencia,1.0,5.0,8.0,0.75,0.0,0.0,4.0,5.0,0.0,0.0,29.0,17.0,11.0,3.0,2.0,3.0,0.0,0.0,0.0,209.0,52.25,0.0,9.0,0.56,0.0,11.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
 Serge Aurier,0.0,1.0,7.0,0.71,0.0,0.0,2.0,7.0,4.0,0.0,8.0,13.0,15.0,1.0,4.0,7.0,0.0,0.0,1.0,87.0,29.0,2.0,7.0,0.57,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
 Greg Cunningham,0.0,8.0,9.0,0.22,0.0,0.0,6.0,4.0,2.0,0.0,11.0,17.0,13.0,0.0,2.0,7.0,0.0,0.0,0.0,96.0,32.0,0.0,4.0,0.25,0.0,11.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Martin Kelly,0.0,5.0,6.0,0.67,0.0,0.0,1.0,14.0,9.0,0.0,11.0,13.0,10.0,0.0,6.0,4.0,0.0,0.0,0.0,87.0,29.0,0.0,2.0,0.5,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 Stephan Lichtsteiner,0.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,7.0,6.0,14.0,0.0,2.0,3.0,0.0,0.0,0.0,78.0,26.0,0.0,8.0,0.13,0.0,1.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
 Dejan Lovren,2.0,1.0,8.0,0.75,0.0,0.0,1.0,19.0,11.0,0.0,11.0,24.0,18.0,0.0,15.0,10.0,0.0,0.0,0.0,226.0,75.33,0.0,1.0,1.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Javier Manquillo,0.0,3.0,3.0,1.0,0.0,0.0,5.0,10.0,4.0,0.0,4.0,9.0,12.0,0.0,5.0,4.0,0.0,0.0,0.0,41.0,13.67,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 Adam Masina,2.0,0.0,6.0,0.67,0.0,0.0,2.0,10.0,6.0,0.0,9.0,15.0,11.0,0.0,5.0,1.0,0.0,0.0,1.0,100.0,33.33,1.0,6.0,0.33,0.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Nicolás Otamendi,3.0,0.0,6.0,0.83,0.0,1.0,5.0,11.0,5.0,0.0,11.0,15.0,5.0,0.0,8.0,3.0,0.0,0.0,0.0,312.0,104.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Lee Peltier,0.0,5.0,5.0,0.6,0.0,0.0,2.0,5.0,2.0,0.0,7.0,5.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,39.0,13.0,0.0,2.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jazz Richards,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Diego Rico,0.0,6.0,6.0,0.67,0.0,1.0,5.0,10.0,5.0,0.0,18.0,14.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,104.0,34.67,2.0,14.0,0.29,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Fabian Schär,0.0,2.0,6.0,0.5,0.0,0.0,9.0,17.0,10.0,0.0,11.0,16.0,14.0,1.0,8.0,7.0,0.0,0.0,0.0,66.0,22.0,0.0,1.0,0.0,0.0,14.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Stephen Ward,1.0,6.0,4.0,0.5,0.0,0.0,4.0,12.0,7.0,0.0,15.0,13.0,6.0,2.0,4.0,1.0,0.0,0.0,0.0,113.0,37.67,0.0,8.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Leon Balogun,0.0,3.0,5.0,0.2,0.0,0.0,4.0,12.0,8.0,0.0,5.0,8.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,27.0,13.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Phil Bardsley,0.0,3.0,2.0,1.0,1.0,0.0,3.0,8.0,3.0,0.0,4.0,10.0,8.0,1.0,3.0,2.0,0.0,0.0,0.0,67.0,33.5,1.0,3.0,0.33,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jan Bednarek,0.0,1.0,2.0,1.0,0.0,0.0,2.0,9.0,5.0,0.0,2.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,41.0,20.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Bernardo,0.0,2.0,5.0,0.8,0.0,0.0,3.0,4.0,4.0,0.0,6.0,8.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,44.0,22.0,0.0,2.0,0.5,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Juan Foyth,1.0,2.0,3.0,0.67,0.0,0.0,4.0,8.0,3.0,0.0,9.0,9.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,145.0,72.5,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0
 Phil Jagielka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,13.5,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Sead Kolasinac,0.0,2.0,3.0,0.33,0.0,0.0,0.0,3.0,2.0,0.0,8.0,5.0,13.0,0.0,2.0,8.0,0.0,0.0,0.0,104.0,52.0,1.0,6.0,0.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Kevin Long,1.0,1.0,3.0,0.33,0.0,0.0,1.0,15.0,10.0,0.0,4.0,10.0,9.0,0.0,5.0,7.0,0.0,0.0,0.0,34.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Yerry Mina,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,19.5,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Caglar Söyüncü,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,39.0,19.5,0.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Matt Targett,0.0,3.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,21.0,10.5,1.0,3.0,0.67,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Joel Ward,0.0,3.0,5.0,0.6,0.0,0.0,0.0,10.0,7.0,0.0,4.0,10.0,11.0,0.0,3.0,6.0,0.0,0.0,0.0,45.0,22.5,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Maya Yoshida,0.0,4.0,1.0,1.0,0.0,2.0,7.0,10.0,4.0,0.0,3.0,7.0,4.0,0.0,6.0,4.0,0.0,0.0,0.0,55.0,27.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Gary Cahill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Matteo Darmian,0.0,1.0,5.0,0.6,0.0,0.0,2.0,3.0,2.0,0.0,4.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Phil Jones,0.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Alberto Moreno,0.0,1.0,2.0,0.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,60.0,60.0,0.0,2.0,0.5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Marc Navarro,0.0,2.0,4.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,22.0,0.0,5.0,0.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Sebastian Prödl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Danny Simpson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Tommy Smith,0.0,6.0,3.0,0.33,0.0,0.0,3.0,3.0,1.0,0.0,6.0,5.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,19.0,19.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Pape Souaré,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jon Gorenc Stankovic,0.0,6.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
 Ben Wilmot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Davide Zappacosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
