name,clean sheets,goals conceded,tackles,tackle success,last man tackles,blocked shots,interceptions,clearances,headed clearance,clearances off line,recoveries,duels won,duels lost,successful 50/50,aerial battles won,aerial battles lost,own goals,errors leading to goal,assists,passes,passes per match,big chances created,crosses,cross accuracy,through balls,accurate long balls,yellow cards,red cards,fouls,offsides,goals,headed goals,goals with right foot,goals with left foot,hit woodwork
 Leighton Baines,4.0,26.0,34.0,0.59,0.0,3.0,29.0,42.0,19.0,0.0,62.0,68.0,54.0,4.0,9.0,17.0,0.0,0.0,1.0,756.0,42.0,2.0,103.0,0.24,0.0,57.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,2.0,1.0
 Aly Cissokho,3.0,40.0,26.0,0.73,0.0,1.0,40.0,75.0,21.0,0.0,84.0,56.0,44.0,4.0,22.0,12.0,0.0,0.0,0.0,647.0,35.94,0.0,81.0,0.19,0.0,36.0,3.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
 Ciaran Clark,3.0,31.0,24.0,0.75,0.0,0.0,47.0,127.0,60.0,0.0,68.0,93.0,58.0,9.0,50.0,30.0,0.0,2.0,0.0,559.0,31.06,1.0,1.0,1.0,0.0,30.0,6.0,0.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0
 Jamaal Lascelles,3.0,22.0,12.0,0.5,1.0,0.0,28.0,77.0,47.0,0.0,55.0,60.0,29.0,3.0,42.0,13.0,0.0,1.0,0.0,486.0,27.0,0.0,1.0,0.0,0.0,26.0,1.0,1.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0
 Ashley Young,2.0,18.0,20.0,0.7,0.0,3.0,26.0,18.0,1.0,0.0,72.0,64.0,60.0,12.0,12.0,6.0,0.0,0.0,2.0,566.0,31.44,2.0,77.0,0.14,1.0,36.0,5.0,0.0,15.0,2.0,1.0,0.0,1.0,0.0,0.0
 Ben Davies,5.0,16.0,32.0,0.69,0.0,3.0,28.0,61.0,29.0,0.0,52.0,69.0,66.0,6.0,25.0,24.0,0.0,0.0,2.0,623.0,36.65,2.0,42.0,0.21,2.0,26.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0
 Juan Carlos Paredes,1.0,12.0,15.0,0.73,0.0,0.0,16.0,13.0,4.0,0.0,51.0,35.0,43.0,9.0,2.0,3.0,0.0,0.0,0.0,264.0,15.53,0.0,29.0,0.24,0.0,18.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
 Sebastián Coates,2.0,30.0,45.0,0.82,0.0,0.0,41.0,90.0,38.0,2.0,71.0,81.0,60.0,7.0,27.0,20.0,1.0,0.0,1.0,379.0,23.69,0.0,2.0,0.0,0.0,28.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
 Marcos Rojo,5.0,11.0,43.0,0.74,0.0,3.0,28.0,32.0,14.0,0.0,88.0,89.0,73.0,4.0,30.0,24.0,0.0,0.0,1.0,700.0,43.75,1.0,53.0,0.21,0.0,26.0,3.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
 Abdul Rahman Baba,2.0,13.0,47.0,0.83,0.0,1.0,23.0,32.0,13.0,1.0,76.0,67.0,65.0,8.0,8.0,13.0,0.0,1.0,1.0,526.0,35.07,0.0,31.0,0.16,0.0,18.0,1.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0
 Brendan Galloway,2.0,20.0,50.0,0.6,0.0,3.0,21.0,30.0,5.0,1.0,58.0,93.0,56.0,7.0,7.0,12.0,0.0,0.0,1.0,396.0,26.4,1.0,13.0,0.23,0.0,9.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
 Kieran Gibbs,0.0,6.0,12.0,0.75,0.0,1.0,11.0,10.0,5.0,0.0,27.0,28.0,28.0,2.0,8.0,13.0,0.0,0.0,0.0,198.0,13.2,0.0,9.0,0.22,2.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0
 Jan Kirchhoff,1.0,14.0,51.0,0.78,0.0,4.0,35.0,49.0,21.0,0.0,107.0,112.0,104.0,11.0,35.0,42.0,0.0,0.0,0.0,553.0,36.87,0.0,5.0,0.2,0.0,38.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
 Lamine Koné,4.0,16.0,28.0,0.57,1.0,0.0,33.0,138.0,64.0,0.0,76.0,85.0,44.0,4.0,49.0,32.0,0.0,0.0,1.0,402.0,26.8,1.0,2.0,0.0,0.0,30.0,0.0,0.0,5.0,1.0,2.0,0.0,1.0,1.0,0.0
 Cuco Martina,1.0,15.0,37.0,0.73,0.0,1.0,24.0,34.0,6.0,1.0,67.0,55.0,40.0,1.0,6.0,10.0,0.0,1.0,1.0,428.0,28.53,2.0,37.0,0.27,1.0,41.0,1.0,0.0,15.0,2.0,1.0,0.0,1.0,0.0,0.0
 Marc Muniesa,0.0,24.0,28.0,0.61,2.0,0.0,35.0,44.0,21.0,0.0,65.0,53.0,46.0,6.0,11.0,15.0,0.0,0.0,0.0,530.0,35.33,0.0,11.0,0.18,1.0,31.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
 Gaël Clichy,5.0,11.0,28.0,0.89,0.0,0.0,50.0,40.0,14.0,0.0,77.0,59.0,46.0,15.0,12.0,9.0,0.0,0.0,1.0,693.0,49.5,2.0,27.0,0.33,1.0,29.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
 Vincent Kompany,9.0,7.0,20.0,0.75,0.0,3.0,23.0,78.0,41.0,0.0,90.0,65.0,30.0,7.0,35.0,6.0,0.0,0.0,0.0,678.0,48.43,0.0,0.0,0.0,0.0,55.0,5.0,0.0,15.0,0.0,2.0,2.0,0.0,0.0,0.0
 Bryan Oviedo,3.0,18.0,41.0,0.83,0.0,1.0,20.0,34.0,11.0,0.0,53.0,64.0,61.0,8.0,3.0,14.0,0.0,0.0,1.0,432.0,30.86,2.0,42.0,0.26,1.0,24.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0
 Matt Targett,6.0,10.0,20.0,0.8,0.0,1.0,26.0,33.0,11.0,0.0,61.0,53.0,40.0,5.0,16.0,13.0,0.0,0.0,1.0,404.0,28.86,0.0,44.0,0.25,1.0,40.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
 Kolo Touré,2.0,14.0,22.0,0.77,1.0,2.0,25.0,45.0,9.0,0.0,58.0,40.0,23.0,7.0,9.0,14.0,0.0,0.0,0.0,465.0,33.21,0.0,1.0,0.0,0.0,22.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
 Antonio Valencia,4.0,6.0,27.0,0.78,0.0,3.0,15.0,18.0,7.0,0.0,57.0,67.0,42.0,16.0,18.0,8.0,0.0,0.0,3.0,584.0,41.71,1.0,35.0,0.26,1.0,22.0,1.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0
 James Chester,3.0,18.0,32.0,0.69,0.0,0.0,24.0,50.0,20.0,0.0,46.0,62.0,42.0,3.0,21.0,13.0,0.0,0.0,0.0,327.0,25.15,0.0,14.0,0.07,2.0,10.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
 Martin Kelly,3.0,15.0,32.0,0.81,0.0,1.0,18.0,38.0,11.0,0.0,48.0,45.0,41.0,1.0,10.0,9.0,0.0,0.0,0.0,379.0,29.15,0.0,17.0,0.18,0.0,16.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
 Pablo Zabaleta,3.0,16.0,43.0,0.72,0.0,2.0,25.0,35.0,16.0,0.0,47.0,73.0,59.0,3.0,18.0,14.0,0.0,0.0,1.0,575.0,44.23,1.0,19.0,0.0,0.0,13.0,3.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0
 Calum Chambers,2.0,3.0,8.0,1.0,0.0,1.0,10.0,21.0,9.0,0.0,28.0,29.0,19.0,5.0,13.0,11.0,1.0,0.0,0.0,195.0,16.25,0.0,1.0,0.0,1.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
 Ritchie de Laet,0.0,16.0,25.0,0.92,0.0,0.0,21.0,25.0,7.0,1.0,40.0,44.0,39.0,3.0,13.0,16.0,0.0,0.0,0.0,218.0,18.17,0.0,15.0,0.27,0.0,15.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0
 Sylvain Distin,1.0,21.0,19.0,0.63,0.0,1.0,24.0,47.0,18.0,0.0,40.0,59.0,27.0,6.0,33.0,19.0,0.0,0.0,0.0,450.0,37.5,0.0,0.0,0.0,0.0,18.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
 Tommy Elphick,0.0,23.0,11.0,0.45,0.0,2.0,32.0,52.0,27.0,0.0,39.0,55.0,33.0,0.0,36.0,18.0,0.0,0.0,0.0,457.0,38.08,0.0,0.0,0.0,0.0,27.0,1.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0
 Jores Okore,3.0,18.0,37.0,0.65,0.0,0.0,28.0,83.0,30.0,1.0,47.0,66.0,36.0,3.0,18.0,16.0,0.0,0.0,0.0,330.0,27.5,0.0,0.0,0.0,0.0,37.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
 Phil Bardsley,0.0,18.0,31.0,0.81,1.0,2.0,18.0,32.0,7.0,0.0,28.0,61.0,29.0,3.0,12.0,3.0,0.0,0.0,1.0,300.0,27.27,1.0,14.0,0.14,1.0,17.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
 José Holebas,1.0,16.0,25.0,0.76,0.0,8.0,30.0,34.0,13.0,0.0,83.0,76.0,54.0,22.0,24.0,8.0,0.0,0.0,0.0,413.0,37.55,0.0,26.0,0.12,0.0,26.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
 Kieran Richardson,0.0,20.0,18.0,0.67,0.0,1.0,12.0,20.0,8.0,0.0,42.0,35.0,50.0,4.0,9.0,9.0,0.0,0.0,1.0,269.0,24.45,0.0,21.0,0.1,1.0,14.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jordan Amavi,2.0,13.0,36.0,0.83,0.0,3.0,37.0,32.0,15.0,0.0,64.0,92.0,86.0,25.0,20.0,17.0,0.0,1.0,2.0,368.0,36.8,1.0,40.0,0.13,0.0,19.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
 Cameron Borthwick-Jackson,1.0,6.0,8.0,0.75,0.0,0.0,11.0,17.0,8.0,0.0,43.0,29.0,45.0,9.0,10.0,23.0,0.0,0.0,1.0,353.0,35.3,2.0,27.0,0.19,0.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
 Ivo Pinto,0.0,19.0,17.0,0.71,0.0,0.0,21.0,28.0,10.0,0.0,51.0,36.0,48.0,8.0,5.0,14.0,0.0,0.0,0.0,306.0,30.6,0.0,31.0,0.26,0.0,18.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
 Phil Jones,2.0,4.0,9.0,0.78,0.0,1.0,13.0,24.0,13.0,0.0,41.0,32.0,11.0,2.0,20.0,4.0,0.0,0.0,0.0,320.0,32.0,0.0,3.0,0.67,0.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Timm Klose,2.0,13.0,14.0,0.79,0.0,0.0,24.0,102.0,67.0,0.0,41.0,61.0,28.0,2.0,40.0,16.0,1.0,0.0,0.0,257.0,25.7,0.0,0.0,0.0,0.0,29.0,3.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0
 Steven Taylor,2.0,17.0,3.0,0.67,0.0,1.0,17.0,37.0,18.0,0.0,33.0,16.0,15.0,2.0,7.0,8.0,1.0,0.0,0.0,324.0,32.4,0.0,0.0,0.0,0.0,16.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 Kevin Wimmer,4.0,6.0,5.0,0.6,0.0,0.0,20.0,49.0,23.0,1.0,43.0,17.0,25.0,0.0,9.0,8.0,0.0,0.0,0.0,541.0,54.1,0.0,0.0,0.0,0.0,46.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
 Andre Wisdom,1.0,15.0,19.0,0.84,0.0,1.0,8.0,23.0,12.0,0.0,53.0,40.0,27.0,8.0,10.0,10.0,0.0,0.0,0.0,307.0,30.7,1.0,25.0,0.16,0.0,13.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jordi Amat,0.0,5.0,7.0,1.0,0.0,0.0,16.0,28.0,13.0,0.0,22.0,20.0,13.0,2.0,7.0,8.0,0.0,0.0,0.0,193.0,24.13,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Timothy Fosu-Mensah,1.0,1.0,12.0,0.92,2.0,1.0,13.0,13.0,4.0,0.0,16.0,18.0,11.0,2.0,2.0,5.0,0.0,0.0,1.0,127.0,15.88,1.0,2.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Steven Whittaker,0.0,16.0,12.0,0.83,0.0,2.0,7.0,23.0,12.0,0.0,28.0,23.0,36.0,5.0,3.0,7.0,0.0,0.0,0.0,304.0,38.0,0.0,15.0,0.2,0.0,13.0,1.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0
 Massadio Haidara,1.0,9.0,12.0,0.92,0.0,1.0,19.0,18.0,4.0,0.0,32.0,34.0,28.0,5.0,7.0,4.0,0.0,0.0,0.0,230.0,32.86,0.0,21.0,0.19,0.0,10.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
 Brede Hangeland,3.0,6.0,10.0,0.7,1.0,1.0,10.0,60.0,31.0,0.0,26.0,45.0,27.0,6.0,26.0,12.0,0.0,1.0,0.0,242.0,34.57,0.0,0.0,0.0,0.0,12.0,2.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0
 Reece Oxford,0.0,3.0,8.0,0.63,0.0,1.0,6.0,8.0,2.0,0.0,7.0,12.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,52.0,7.43,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Wes Brown,0.0,15.0,4.0,0.75,1.0,0.0,6.0,65.0,32.0,0.0,29.0,28.0,16.0,3.0,14.0,6.0,0.0,0.0,0.0,193.0,32.17,0.0,0.0,0.0,0.0,13.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
 Steven Caulker,1.0,2.0,2.0,1.0,0.0,1.0,6.0,14.0,6.0,0.0,7.0,11.0,8.0,0.0,9.0,7.0,0.0,0.0,0.0,68.0,11.33,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Kieran Trippier,1.0,4.0,14.0,0.86,0.0,0.0,11.0,12.0,6.0,0.0,29.0,36.0,20.0,3.0,11.0,8.0,0.0,0.0,1.0,265.0,44.17,0.0,34.0,0.21,0.0,11.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
 Kyle Bartley,0.0,6.0,9.0,0.67,0.0,0.0,6.0,29.0,12.0,0.0,13.0,24.0,8.0,1.0,11.0,3.0,0.0,1.0,0.0,127.0,25.4,0.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Tyias Browning,1.0,5.0,9.0,0.89,0.0,1.0,6.0,12.0,5.0,0.0,12.0,14.0,10.0,0.0,4.0,2.0,0.0,0.0,0.0,92.0,18.4,0.0,5.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jon Flanagan,2.0,5.0,11.0,0.82,0.0,0.0,9.0,17.0,5.0,0.0,27.0,21.0,31.0,2.0,7.0,5.0,0.0,1.0,1.0,254.0,50.8,0.0,7.0,0.14,0.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
 Joseph Gomez,3.0,5.0,12.0,0.83,0.0,0.0,12.0,18.0,9.0,0.0,29.0,24.0,33.0,2.0,9.0,9.0,0.0,0.0,1.0,222.0,44.4,0.0,7.0,0.14,1.0,9.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
 Luke Shaw,3.0,3.0,9.0,1.0,0.0,0.0,5.0,19.0,13.0,0.0,40.0,32.0,43.0,6.0,14.0,17.0,0.0,0.0,1.0,271.0,54.2,1.0,13.0,0.38,1.0,13.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
 Yohan Benalouane,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,1.0,3.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,14.0,3.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 Sam Byram,1.0,3.0,5.0,0.8,0.0,0.0,12.0,11.0,5.0,0.0,16.0,12.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,95.0,23.75,0.0,10.0,0.2,0.0,4.0,3.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
 Stephen Kingsley,0.0,3.0,5.0,0.4,0.0,0.0,1.0,20.0,11.0,0.0,11.0,17.0,11.0,6.0,3.0,4.0,1.0,0.0,1.0,110.0,27.5,1.0,17.0,0.41,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Matthew Pennington,0.0,7.0,1.0,1.0,1.0,0.0,7.0,17.0,7.0,1.0,26.0,11.0,6.0,3.0,7.0,2.0,0.0,0.0,0.0,169.0,42.25,0.0,1.0,0.0,0.0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Brad Smith,0.0,5.0,11.0,0.91,0.0,1.0,3.0,12.0,1.0,0.0,14.0,22.0,21.0,4.0,2.0,5.0,0.0,0.0,0.0,108.0,27.0,0.0,14.0,0.29,0.0,5.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
 Kevin Toner,1.0,9.0,10.0,0.5,0.0,0.0,9.0,18.0,8.0,0.0,7.0,24.0,11.0,0.0,10.0,3.0,0.0,0.0,1.0,97.0,24.25,0.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Guillermo Varela,1.0,4.0,13.0,0.77,0.0,0.0,13.0,6.0,3.0,0.0,26.0,25.0,28.0,4.0,1.0,6.0,0.0,0.0,0.0,146.0,36.5,0.0,7.0,0.14,0.0,11.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
 Marcin Wasilewski,0.0,6.0,10.0,0.6,0.0,0.0,9.0,17.0,6.0,0.0,9.0,18.0,14.0,0.0,8.0,5.0,0.0,0.0,0.0,73.0,18.25,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
 Miguel Layún,0.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0,4.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,52.0,17.33,0.0,7.0,0.14,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
 Adrian Mariappa,0.0,7.0,4.0,0.75,0.0,0.0,10.0,12.0,4.0,0.0,20.0,15.0,12.0,3.0,6.0,5.0,0.0,0.0,0.0,117.0,39.0,0.0,2.0,0.5,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 Kevin Mbabu,0.0,5.0,11.0,0.82,0.0,0.0,3.0,2.0,1.0,0.0,9.0,17.0,11.0,1.0,3.0,2.0,0.0,0.0,0.0,41.0,13.67,0.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
 Connor Randall,0.0,3.0,3.0,0.67,0.0,1.0,3.0,0.0,0.0,0.0,8.0,6.0,12.0,0.0,2.0,3.0,0.0,0.0,0.0,82.0,27.33,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
 Mathieu Debuchy,0.0,3.0,9.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,12.0,17.0,10.0,1.0,6.0,2.0,0.0,0.0,0.0,79.0,39.5,0.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
 Matt Miazga,1.0,1.0,3.0,1.0,0.0,0.0,2.0,9.0,4.0,0.0,5.0,11.0,10.0,0.0,7.0,8.0,0.0,1.0,0.0,90.0,45.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
 Jake Clarke-Salter,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Callum Connolly,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 José Crespo,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Cristian Gamboa,0.0,0.0,2.0,0.5,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
 Tony Hibbert,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jonjoe Kenny,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Donald Love,0.0,1.0,4.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,26.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 Adam Matthews,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Tyrone Mings,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Sébastien Pocognoli,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,19.0,19.0,0.0,3.0,0.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Thomas Robson,0.0,2.0,4.0,0.5,0.0,0.0,1.0,3.0,0.0,0.0,5.0,9.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,36.0,36.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Jamie Sterry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Dionatan Teixeira,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Fikayo Tomori,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
