name,goals,goals per match,headed goals,goals with right foot,goals with left foot,penalties scored,freekicks scored,shots,shots on target,shooting accuracy ,hit woodwork,big chances missed,assists,passes,passes per match,big chances created,crosses,cross accuracy,through balls,accurate long balls,yellow cards,red cards,fouls,offsides,tackles,tackle success,blocked shots,interceptions,clearances,headed clearance,recoveries,duels won,duels lost,successful 50/50,aerial battles won,aerial battles lost,errors leading to goal
 Jesse Lingard,4.0,0.16,1.0,3.0,0.0,0.0,0.0,31.0,13.0,0.42,1.0,3.0,1.0,712.0,28.48,2.0,22.0,0.09,4.0,10.0,4.0,0.0,24.0,5.0,38.0,0.74,8.0,15.0,11.0,0.0,92.0,82.0,124.0,21.0,2.0,20.0,0.0
 John Obi Mikel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1243.0,49.72,0.0,3.0,0.0,0.0,47.0,6.0,0.0,32.0,0.0,52.0,0.71,1.0,32.0,34.0,14.0,157.0,100.0,109.0,20.0,18.0,29.0,0.0
 Stéphane Sessegnon,2.0,0.08,0.0,2.0,0.0,0.0,0.0,31.0,10.0,0.32,0.0,0.0,2.0,552.0,22.08,4.0,94.0,0.2,5.0,10.0,1.0,0.0,17.0,2.0,19.0,0.68,10.0,15.0,6.0,4.0,114.0,135.0,144.0,55.0,9.0,28.0,0.0
 Jordan Veretout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,0.32,0.0,0.0,5.0,991.0,39.64,2.0,109.0,0.31,2.0,50.0,4.0,0.0,19.0,1.0,32.0,0.72,7.0,27.0,15.0,0.0,105.0,80.0,103.0,11.0,11.0,27.0,1.0
 Pedro Obiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.13,0.0,0.0,1.0,476.0,19.83,1.0,4.0,0.25,1.0,27.0,2.0,0.0,20.0,0.0,42.0,0.74,3.0,36.0,21.0,10.0,80.0,95.0,76.0,13.0,31.0,18.0,0.0
 Fernando,2.0,0.08,1.0,1.0,0.0,0.0,0.0,15.0,5.0,0.33,1.0,4.0,0.0,915.0,38.13,0.0,1.0,1.0,0.0,48.0,4.0,0.0,27.0,1.0,60.0,0.83,4.0,43.0,36.0,20.0,112.0,122.0,106.0,16.0,38.0,27.0,0.0
 David Silva,2.0,0.08,0.0,1.0,1.0,0.0,0.0,29.0,4.0,0.14,1.0,1.0,11.0,1386.0,57.75,5.0,96.0,0.34,11.0,50.0,1.0,0.0,19.0,0.0,36.0,0.69,11.0,16.0,3.0,1.0,122.0,110.0,143.0,31.0,9.0,14.0,0.0
 Carles Gil,2.0,0.09,0.0,0.0,2.0,0.0,0.0,17.0,5.0,0.29,0.0,0.0,0.0,730.0,31.74,1.0,77.0,0.23,0.0,22.0,3.0,0.0,3.0,2.0,22.0,0.82,4.0,10.0,5.0,2.0,76.0,79.0,89.0,29.0,1.0,4.0,0.0
 Jefferson Montero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,0.3,1.0,2.0,2.0,365.0,15.87,4.0,111.0,0.19,0.0,4.0,0.0,0.0,11.0,4.0,21.0,0.81,8.0,9.0,2.0,0.0,70.0,111.0,121.0,41.0,11.0,13.0,0.0
 Alexander Tettey,2.0,0.09,0.0,1.0,1.0,0.0,0.0,20.0,3.0,0.15,0.0,0.0,0.0,1064.0,46.26,0.0,2.0,0.0,0.0,70.0,10.0,0.0,39.0,0.0,48.0,0.58,3.0,42.0,51.0,33.0,164.0,101.0,103.0,15.0,31.0,24.0,0.0
 Charlie Adam,1.0,0.05,0.0,1.0,0.0,0.0,0.0,29.0,4.0,0.14,0.0,0.0,1.0,546.0,24.82,1.0,40.0,0.3,1.0,68.0,6.0,1.0,30.0,0.0,18.0,0.78,9.0,12.0,14.0,10.0,73.0,68.0,76.0,10.0,17.0,10.0,0.0
 Chris Brunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.24,0.0,0.0,3.0,621.0,28.23,2.0,103.0,0.27,2.0,58.0,7.0,0.0,18.0,1.0,28.0,0.79,3.0,37.0,68.0,27.0,94.0,75.0,64.0,14.0,25.0,16.0,1.0
 Jordy Clasie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.07,0.0,0.0,0.0,768.0,34.91,0.0,19.0,0.32,3.0,50.0,5.0,0.0,18.0,0.0,42.0,0.88,6.0,55.0,28.0,8.0,120.0,62.0,90.0,4.0,8.0,24.0,0.0
 Tom Cleverley,2.0,0.09,1.0,0.0,1.0,0.0,0.0,24.0,7.0,0.29,2.0,1.0,4.0,885.0,40.23,4.0,64.0,0.2,2.0,50.0,1.0,0.0,11.0,1.0,47.0,0.72,11.0,19.0,17.0,4.0,98.0,96.0,83.0,13.0,19.0,19.0,0.0
 Matthew Jarvis,1.0,0.05,0.0,0.0,1.0,0.0,0.0,10.0,4.0,0.4,0.0,1.0,1.0,268.0,12.18,2.0,86.0,0.21,0.0,9.0,0.0,0.0,4.0,2.0,13.0,0.69,3.0,6.0,4.0,3.0,36.0,31.0,51.0,6.0,6.0,19.0,0.0
 Ryan Mason,1.0,0.05,0.0,1.0,0.0,0.0,0.0,20.0,9.0,0.45,1.0,5.0,0.0,526.0,23.91,1.0,13.0,0.23,1.0,36.0,3.0,0.0,9.0,0.0,25.0,0.72,5.0,9.0,9.0,4.0,43.0,53.0,44.0,6.0,11.0,7.0,1.0
 Alex Oxlade-Chamberlain,1.0,0.05,0.0,1.0,0.0,0.0,0.0,23.0,5.0,0.22,2.0,1.0,0.0,439.0,19.95,3.0,43.0,0.21,5.0,26.0,0.0,0.0,11.0,2.0,23.0,0.74,10.0,12.0,9.0,2.0,58.0,81.0,71.0,36.0,9.0,10.0,1.0
 Jack Rodwell,1.0,0.05,0.0,0.0,1.0,0.0,0.0,25.0,7.0,0.28,1.0,3.0,0.0,446.0,20.27,1.0,6.0,0.0,2.0,17.0,5.0,0.0,17.0,2.0,25.0,0.88,6.0,14.0,17.0,5.0,53.0,63.0,55.0,6.0,25.0,18.0,0.0
 Harry Arter,1.0,0.05,0.0,1.0,0.0,0.0,0.0,36.0,7.0,0.19,0.0,0.0,0.0,1034.0,49.24,1.0,7.0,0.57,5.0,80.0,7.0,0.0,23.0,0.0,57.0,0.82,11.0,25.0,9.0,2.0,118.0,103.0,109.0,22.0,8.0,5.0,0.0
 Valon Behrami,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,508.0,24.19,1.0,3.0,0.67,1.0,9.0,3.0,1.0,33.0,0.0,66.0,0.71,0.0,49.0,10.0,5.0,96.0,100.0,103.0,4.0,12.0,25.0,1.0
 Graham Dorrans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.19,1.0,0.0,1.0,724.0,34.48,1.0,14.0,0.21,1.0,52.0,2.0,0.0,15.0,1.0,23.0,0.65,3.0,25.0,12.0,4.0,79.0,52.0,62.0,17.0,8.0,12.0,0.0
 Victor Moses,1.0,0.05,0.0,1.0,0.0,0.0,0.0,22.0,4.0,0.18,1.0,3.0,2.0,280.0,13.33,2.0,35.0,0.23,1.0,6.0,0.0,0.0,17.0,6.0,13.0,0.54,6.0,10.0,3.0,2.0,54.0,71.0,83.0,31.0,7.0,14.0,0.0
 Junior Stanislas,3.0,0.14,1.0,2.0,0.0,0.0,0.0,44.0,10.0,0.23,2.0,2.0,2.0,662.0,31.52,5.0,96.0,0.16,4.0,15.0,1.0,0.0,11.0,3.0,29.0,0.55,15.0,18.0,11.0,2.0,75.0,88.0,102.0,32.0,14.0,29.0,0.0
 Jeremain Lens,3.0,0.15,0.0,1.0,2.0,0.0,0.0,26.0,7.0,0.27,1.0,0.0,3.0,385.0,19.25,4.0,80.0,0.18,6.0,14.0,3.0,1.0,27.0,4.0,36.0,0.81,7.0,3.0,10.0,2.0,82.0,109.0,144.0,26.0,21.0,19.0,0.0
 Jordon Mutch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.12,0.0,0.0,0.0,307.0,15.35,0.0,42.0,0.17,1.0,12.0,0.0,0.0,11.0,3.0,18.0,0.89,5.0,15.0,8.0,5.0,47.0,49.0,56.0,11.0,10.0,22.0,0.0
 Bakary Sako,2.0,0.1,0.0,1.0,1.0,0.0,0.0,34.0,15.0,0.44,1.0,3.0,1.0,336.0,16.8,5.0,77.0,0.17,0.0,15.0,1.0,0.0,13.0,8.0,18.0,0.83,11.0,14.0,7.0,2.0,68.0,58.0,93.0,20.0,8.0,18.0,0.0
 Carlos Sánchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.31,0.0,0.0,0.0,793.0,39.65,1.0,3.0,0.33,0.0,83.0,3.0,0.0,25.0,0.0,54.0,0.72,4.0,45.0,25.0,11.0,118.0,103.0,81.0,17.0,27.0,20.0,0.0
 Cheick Tioté,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,835.0,41.75,1.0,0.0,0.0,0.0,44.0,5.0,0.0,31.0,0.0,48.0,0.81,1.0,42.0,29.0,15.0,125.0,112.0,95.0,15.0,35.0,23.0,0.0
 Joe Allen,2.0,0.11,0.0,2.0,0.0,0.0,0.0,12.0,4.0,0.33,0.0,1.0,1.0,410.0,21.58,1.0,5.0,0.4,2.0,19.0,0.0,0.0,14.0,0.0,28.0,0.68,3.0,14.0,8.0,3.0,73.0,59.0,56.0,7.0,3.0,11.0,0.0
 Tom Carroll,1.0,0.05,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.6,0.0,0.0,0.0,338.0,17.79,0.0,12.0,0.25,0.0,21.0,3.0,0.0,8.0,0.0,15.0,0.53,0.0,14.0,4.0,2.0,30.0,23.0,36.0,2.0,3.0,8.0,0.0
 Adam Johnson,2.0,0.11,0.0,0.0,2.0,1.0,1.0,16.0,3.0,0.19,2.0,1.0,5.0,562.0,29.58,4.0,43.0,0.4,8.0,57.0,3.0,0.0,7.0,1.0,10.0,1.0,3.0,10.0,7.0,1.0,82.0,38.0,50.0,14.0,2.0,5.0,0.0
 Joe Ledley,1.0,0.05,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.29,0.0,0.0,0.0,399.0,21.0,0.0,5.0,0.0,0.0,14.0,1.0,0.0,12.0,0.0,16.0,0.69,3.0,33.0,26.0,6.0,55.0,34.0,42.0,2.0,12.0,13.0,0.0
 Siem de Jong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.38,0.0,1.0,1.0,193.0,10.72,0.0,7.0,0.14,0.0,5.0,0.0,0.0,7.0,0.0,16.0,0.63,2.0,4.0,2.0,1.0,21.0,32.0,43.0,3.0,7.0,19.0,0.0
 Marouane Fellaini,1.0,0.06,0.0,1.0,0.0,0.0,0.0,23.0,8.0,0.35,1.0,5.0,0.0,590.0,32.78,0.0,2.0,0.0,0.0,15.0,2.0,0.0,33.0,4.0,25.0,0.72,8.0,10.0,22.0,18.0,91.0,103.0,123.0,17.0,49.0,45.0,0.0
 Adlène Guédioura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.23,0.0,0.0,2.0,251.0,13.94,1.0,43.0,0.21,1.0,13.0,2.0,0.0,13.0,0.0,13.0,0.77,2.0,16.0,1.0,1.0,51.0,43.0,52.0,12.0,12.0,15.0,0.0
 Sebastian Larsson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.14,0.0,0.0,1.0,236.0,13.11,1.0,25.0,0.24,1.0,10.0,2.0,0.0,9.0,0.0,12.0,0.58,4.0,10.0,11.0,1.0,40.0,28.0,36.0,4.0,6.0,7.0,0.0
 James Morrison,3.0,0.17,1.0,2.0,0.0,0.0,0.0,24.0,12.0,0.5,0.0,1.0,3.0,593.0,32.94,1.0,15.0,0.13,3.0,34.0,3.0,0.0,7.0,0.0,26.0,0.77,6.0,43.0,11.0,5.0,106.0,66.0,69.0,22.0,6.0,12.0,0.0
 Bastian Schweinsteiger,1.0,0.06,1.0,0.0,0.0,0.0,0.0,12.0,3.0,0.25,0.0,1.0,0.0,1067.0,59.28,0.0,7.0,0.29,2.0,64.0,3.0,0.0,19.0,0.0,36.0,0.69,3.0,23.0,16.0,9.0,106.0,81.0,88.0,13.0,16.0,22.0,0.0
 Fabian Delph,2.0,0.12,0.0,0.0,2.0,0.0,0.0,13.0,5.0,0.38,1.0,0.0,0.0,483.0,28.41,1.0,7.0,0.14,1.0,10.0,0.0,0.0,7.0,0.0,26.0,0.5,3.0,22.0,8.0,1.0,65.0,65.0,52.0,24.0,6.0,9.0,0.0
 Jordan Henderson,2.0,0.12,0.0,2.0,0.0,0.0,0.0,26.0,6.0,0.23,1.0,0.0,3.0,939.0,55.24,1.0,47.0,0.26,3.0,79.0,1.0,0.0,10.0,3.0,41.0,0.63,11.0,22.0,17.0,7.0,113.0,74.0,55.0,8.0,21.0,10.0,0.0
 Marco van Ginkel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.17,1.0,1.0,0.0,372.0,21.88,0.0,10.0,0.1,0.0,17.0,0.0,0.0,14.0,0.0,28.0,0.68,4.0,22.0,16.0,5.0,34.0,55.0,53.0,5.0,13.0,13.0,0.0
 Mathieu Flamini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.29,0.0,2.0,0.0,627.0,39.19,0.0,5.0,0.2,2.0,17.0,3.0,0.0,18.0,0.0,31.0,0.65,2.0,35.0,25.0,7.0,66.0,48.0,40.0,2.0,12.0,5.0,0.0
 Jack Grealish,1.0,0.06,0.0,1.0,0.0,0.0,0.0,16.0,4.0,0.25,0.0,0.0,0.0,316.0,19.75,1.0,20.0,0.1,0.0,11.0,1.0,0.0,6.0,0.0,6.0,1.0,8.0,14.0,1.0,0.0,55.0,48.0,54.0,24.0,1.0,11.0,0.0
 Eunan O'Kane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.33,0.0,1.0,1.0,379.0,23.69,0.0,1.0,0.0,4.0,31.0,2.0,0.0,6.0,1.0,9.0,0.67,1.0,8.0,13.0,3.0,29.0,28.0,37.0,10.0,3.0,6.0,2.0
 Andros Townsend,4.0,0.25,0.0,0.0,4.0,0.0,1.0,29.0,16.0,0.55,2.0,0.0,2.0,392.0,24.5,5.0,87.0,0.2,0.0,4.0,0.0,0.0,7.0,0.0,29.0,0.83,8.0,11.0,10.0,1.0,65.0,73.0,106.0,31.0,0.0,8.0,0.0
 Santi Cazorla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,0.33,0.0,1.0,3.0,1228.0,81.87,7.0,59.0,0.25,16.0,53.0,2.0,1.0,13.0,2.0,28.0,0.82,6.0,26.0,15.0,7.0,139.0,80.0,73.0,37.0,1.0,6.0,0.0
 Mario Suárez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.13,0.0,0.0,0.0,422.0,28.13,0.0,2.0,0.0,1.0,36.0,2.0,0.0,14.0,0.0,21.0,0.86,3.0,18.0,11.0,5.0,68.0,45.0,54.0,10.0,9.0,12.0,0.0
 Giannelli Imbula,2.0,0.14,0.0,0.0,2.0,0.0,0.0,21.0,5.0,0.24,0.0,0.0,0.0,772.0,55.14,0.0,5.0,0.0,4.0,19.0,4.0,0.0,17.0,0.0,14.0,1.0,4.0,7.0,5.0,3.0,109.0,107.0,79.0,61.0,12.0,12.0,0.0
 Wahbi Khazri,2.0,0.14,0.0,2.0,0.0,0.0,1.0,24.0,5.0,0.21,2.0,1.0,1.0,327.0,23.36,3.0,88.0,0.3,1.0,18.0,3.0,0.0,18.0,4.0,27.0,0.85,12.0,14.0,8.0,0.0,65.0,64.0,110.0,21.0,5.0,14.0,0.0
 Kenedy,1.0,0.07,0.0,0.0,1.0,0.0,0.0,13.0,3.0,0.23,0.0,0.0,0.0,290.0,20.71,1.0,12.0,0.08,2.0,7.0,0.0,0.0,6.0,2.0,14.0,0.5,3.0,13.0,6.0,1.0,46.0,54.0,53.0,26.0,6.0,8.0,0.0
 Nathan Dyer,1.0,0.08,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.4,0.0,0.0,1.0,74.0,5.69,1.0,6.0,0.33,1.0,2.0,1.0,0.0,9.0,0.0,4.0,0.75,2.0,1.0,0.0,0.0,22.0,23.0,36.0,8.0,1.0,6.0,0.0
 Stephen Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,160.0,12.31,3.0,9.0,0.33,4.0,9.0,2.0,0.0,4.0,0.0,10.0,0.7,0.0,3.0,1.0,1.0,21.0,14.0,18.0,2.0,2.0,6.0,0.0
 Alex Iwobi,2.0,0.15,0.0,2.0,0.0,0.0,0.0,15.0,7.0,0.47,1.0,0.0,2.0,368.0,28.31,3.0,8.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,8.0,0.63,2.0,3.0,1.0,1.0,38.0,31.0,37.0,16.0,2.0,6.0,0.0
 Lee Chung-yong,1.0,0.08,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.4,0.0,0.0,0.0,177.0,13.62,1.0,18.0,0.33,0.0,9.0,0.0,0.0,4.0,0.0,15.0,0.87,1.0,6.0,3.0,0.0,24.0,34.0,32.0,8.0,5.0,8.0,0.0
 Ruben Loftus-Cheek,1.0,0.08,0.0,1.0,0.0,0.0,0.0,12.0,3.0,0.25,0.0,0.0,0.0,243.0,18.69,0.0,1.0,0.0,1.0,8.0,0.0,0.0,4.0,1.0,11.0,0.82,5.0,5.0,4.0,2.0,24.0,41.0,39.0,10.0,7.0,8.0,0.0
 Florian Thauvin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.13,0.0,0.0,0.0,172.0,13.23,1.0,47.0,0.11,2.0,3.0,1.0,0.0,5.0,2.0,8.0,0.75,3.0,7.0,2.0,0.0,30.0,36.0,46.0,11.0,2.0,9.0,0.0
 Muhamed Besic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.5,1.0,0.0,0.0,337.0,28.08,1.0,6.0,0.17,1.0,23.0,1.0,0.0,5.0,0.0,26.0,0.77,0.0,9.0,16.0,5.0,45.0,47.0,33.0,14.0,5.0,5.0,0.0
 Demarai Gray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.6,0.0,1.0,1.0,89.0,7.42,2.0,12.0,0.33,0.0,4.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,6.0,2.0,1.0,17.0,20.0,24.0,12.0,1.0,2.0,0.0
 Sandro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,138.0,11.5,0.0,3.0,0.67,0.0,2.0,0.0,0.0,5.0,0.0,10.0,0.7,0.0,13.0,12.0,3.0,20.0,36.0,19.0,5.0,15.0,7.0,0.0
 Callum McManaman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.13,0.0,0.0,1.0,77.0,6.42,0.0,15.0,0.27,0.0,0.0,2.0,0.0,2.0,0.0,6.0,1.0,2.0,2.0,0.0,0.0,11.0,31.0,17.0,14.0,3.0,1.0,0.0
 Samir Nasri,2.0,0.17,0.0,2.0,0.0,0.0,0.0,14.0,7.0,0.5,0.0,3.0,2.0,416.0,34.67,1.0,17.0,0.41,5.0,12.0,3.0,0.0,4.0,1.0,11.0,0.91,3.0,2.0,0.0,0.0,29.0,22.0,35.0,6.0,0.0,7.0,0.0
 Ramires,2.0,0.17,1.0,1.0,0.0,0.0,0.0,10.0,5.0,0.5,0.0,1.0,0.0,309.0,25.75,0.0,5.0,0.0,2.0,17.0,1.0,0.0,21.0,1.0,23.0,0.61,3.0,14.0,7.0,1.0,41.0,52.0,79.0,6.0,9.0,18.0,0.0
 Alexandre Song,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,448.0,37.33,0.0,3.0,0.0,1.0,28.0,1.0,0.0,13.0,0.0,41.0,0.78,2.0,12.0,6.0,1.0,73.0,60.0,54.0,7.0,5.0,2.0,0.0
 Ola Toivonen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.14,0.0,1.0,2.0,254.0,21.17,1.0,1.0,0.0,0.0,7.0,1.0,0.0,9.0,0.0,10.0,0.7,3.0,8.0,6.0,1.0,40.0,44.0,58.0,0.0,26.0,33.0,0.0
 Mohamed Elneny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.15,0.0,2.0,1.0,738.0,67.09,1.0,11.0,0.09,0.0,19.0,3.0,0.0,9.0,0.0,10.0,0.8,8.0,16.0,16.0,6.0,61.0,30.0,35.0,4.0,5.0,9.0,0.0
 Leroy Fer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,0.0,0.0,2.0,441.0,40.09,0.0,0.0,0.0,0.0,27.0,2.0,0.0,14.0,0.0,21.0,0.81,1.0,13.0,15.0,9.0,59.0,62.0,50.0,5.0,22.0,8.0,0.0
 Vadis Odjidja-Ofoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.33,0.0,0.0,2.0,135.0,13.5,0.0,12.0,0.17,0.0,3.0,2.0,0.0,5.0,0.0,9.0,0.78,1.0,3.0,5.0,3.0,19.0,22.0,33.0,6.0,4.0,6.0,0.0
 Mikel Arteta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,132.0,14.67,1.0,0.0,0.0,1.0,7.0,1.0,0.0,8.0,0.0,8.0,1.0,0.0,7.0,8.0,4.0,17.0,20.0,15.0,0.0,8.0,4.0,0.0
 Leon Osman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,142.0,15.78,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,0.33,0.0,1.0,1.0,1.0,13.0,9.0,20.0,0.0,1.0,7.0,0.0
 Yoan Gouffran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.33,0.0,1.0,0.0,92.0,11.5,0.0,4.0,0.25,0.0,7.0,0.0,0.0,3.0,0.0,6.0,0.67,1.0,6.0,3.0,0.0,20.0,12.0,22.0,1.0,4.0,6.0,0.0
 Paddy McNair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.33,0.0,0.0,0.0,194.0,24.25,0.0,6.0,0.17,0.0,14.0,0.0,0.0,4.0,0.0,9.0,0.89,0.0,5.0,13.0,5.0,27.0,19.0,36.0,0.0,8.0,12.0,0.0
 Josh Onomah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.67,0.0,0.0,0.0,44.0,5.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,4.0,1.0,0.0,1.0,0.0
 Darron Gibson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,1.0,181.0,25.86,1.0,0.0,0.0,0.0,23.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,15.0,7.0,18.0,14.0,11.0,3.0,7.0,1.0,0.0
 Youssouf Mulumbu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.33,0.0,0.0,0.0,157.0,22.43,0.0,2.0,0.0,0.0,8.0,1.0,0.0,5.0,1.0,21.0,0.76,1.0,6.0,4.0,1.0,27.0,33.0,25.0,5.0,4.0,5.0,0.0
 Kevin Stewart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,450.0,64.29,0.0,1.0,0.0,0.0,20.0,1.0,0.0,9.0,0.0,19.0,0.74,2.0,15.0,14.0,5.0,39.0,43.0,27.0,3.0,5.0,4.0,0.0
 Jordi Gómez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,156.0,26.0,0.0,8.0,0.38,0.0,8.0,0.0,0.0,4.0,0.0,9.0,0.78,1.0,6.0,7.0,1.0,18.0,18.0,14.0,1.0,3.0,4.0,0.0
 Daniel Amartey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,66.0,13.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,7.0,4.0,6.0,1.0,2.0,3.0,0.0
 Nabil Bentaleb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.67,0.0,0.0,0.0,97.0,19.4,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,0.5,0.0,2.0,1.0,0.0,10.0,8.0,8.0,1.0,5.0,2.0,0.0
 Gökhan Inler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,124.0,24.8,0.0,1.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,10.0,0.9,0.0,10.0,0.0,0.0,27.0,20.0,19.0,1.0,5.0,8.0,0.0
 Adnan Januzaj,1.0,0.2,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.25,0.0,0.0,0.0,42.0,8.4,0.0,2.0,0.0,2.0,6.0,1.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,11.0,7.0,16.0,3.0,0.0,3.0,0.0
 Gabriel Obertan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.67,0.0,0.0,1.0,97.0,19.4,0.0,10.0,0.2,0.0,2.0,1.0,0.0,2.0,3.0,6.0,0.83,0.0,4.0,4.0,2.0,19.0,13.0,22.0,1.0,4.0,5.0,0.0
 Andreas Pereira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,12.25,0.0,11.0,0.36,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,6.0,12.0,4.0,0.0,2.0,0.0
 Bradley Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.2,0.0,1.0,0.0,67.0,16.75,0.0,3.0,0.67,0.0,3.0,0.0,0.0,4.0,1.0,5.0,0.8,5.0,0.0,3.0,3.0,6.0,14.0,15.0,0.0,5.0,2.0,0.0
 Jordan Lyden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,16.75,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,6.0,2.0,9.0,4.0,8.0,0.0,0.0,2.0,0.0
 Steven Pienaar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,77.0,19.25,0.0,3.0,0.33,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,7.0,8.0,10.0,3.0,2.0,2.0,0.0
 Henri Saivet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,20.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,13.0,0.69,0.0,5.0,2.0,0.0,20.0,16.0,16.0,1.0,1.0,6.0,0.0
 Marc Wilson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,28.25,0.0,1.0,1.0,0.0,10.0,0.0,0.0,2.0,0.0,7.0,0.86,0.0,2.0,15.0,6.0,11.0,15.0,16.0,0.0,7.0,10.0,1.0
