name,goals,goals per match,headed goals,goals with right foot,goals with left foot,penalties scored,freekicks scored,shots,shots on target,shooting accuracy ,hit woodwork,big chances missed,assists,passes,passes per match,big chances created,crosses,cross accuracy,through balls,accurate long balls,yellow cards,red cards,fouls,offsides,tackles,tackle success,blocked shots,interceptions,clearances,headed clearance,recoveries,duels won,duels lost,successful 50/50,aerial battles won,aerial battles lost,errors leading to goal
 Mario Lemina,1.0,0.04,0.0,1.0,0.0,0.0,0.0,23.0,5.0,0.22,1.0,0.0,1.0,971.0,38.84,1.0,10.0,0.1,6.0,41.0,2.0,0.0,28.0,2.0,55.0,0.73,5.0,36.0,33.0,21.0,139.0,151.0,96.0,55.0,25.0,13.0,1.0
 Jacob Murphy,1.0,0.04,0.0,1.0,0.0,0.0,0.0,22.0,7.0,0.32,0.0,1.0,1.0,281.0,11.24,3.0,40.0,0.18,0.0,7.0,0.0,0.0,8.0,0.0,13.0,0.77,7.0,6.0,9.0,3.0,82.0,63.0,103.0,34.0,7.0,24.0,0.0
 Andrew Surman,2.0,0.08,0.0,0.0,2.0,0.0,0.0,18.0,6.0,0.33,0.0,0.0,5.0,1177.0,47.08,2.0,21.0,0.19,2.0,66.0,2.0,0.0,9.0,1.0,16.0,0.75,4.0,16.0,49.0,27.0,123.0,75.0,88.0,13.0,35.0,45.0,0.0
 Steven Defour,1.0,0.04,0.0,1.0,0.0,0.0,1.0,19.0,7.0,0.37,0.0,0.0,1.0,1016.0,42.33,1.0,35.0,0.29,2.0,68.0,6.0,0.0,13.0,0.0,33.0,0.67,5.0,46.0,18.0,2.0,156.0,58.0,70.0,13.0,5.0,13.0,0.0
 Nathan Dyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.2,1.0,1.0,0.0,512.0,21.33,1.0,33.0,0.15,2.0,5.0,2.0,0.0,17.0,1.0,22.0,0.73,4.0,11.0,2.0,1.0,82.0,70.0,115.0,23.0,5.0,29.0,0.0
 Ruben Loftus-Cheek,2.0,0.08,0.0,2.0,0.0,0.0,0.0,32.0,7.0,0.22,1.0,3.0,3.0,723.0,30.13,5.0,12.0,0.25,1.0,24.0,1.0,0.0,17.0,3.0,21.0,0.71,13.0,22.0,26.0,16.0,130.0,188.0,180.0,73.0,32.0,55.0,0.0
 Mikel Merino,1.0,0.04,1.0,0.0,0.0,0.0,0.0,16.0,6.0,0.38,1.0,0.0,1.0,812.0,33.83,1.0,3.0,0.0,6.0,41.0,4.0,0.0,30.0,0.0,56.0,0.71,7.0,34.0,23.0,13.0,139.0,151.0,152.0,28.0,39.0,40.0,0.0
 Aaron Ramsey,7.0,0.29,0.0,6.0,1.0,0.0,0.0,56.0,25.0,0.45,2.0,6.0,8.0,1239.0,51.63,9.0,17.0,0.18,10.0,43.0,0.0,0.0,28.0,0.0,35.0,0.77,11.0,24.0,6.0,4.0,128.0,107.0,122.0,29.0,10.0,16.0,0.0
 Ramadan Sobhi,2.0,0.08,0.0,2.0,0.0,0.0,0.0,13.0,6.0,0.46,0.0,0.0,0.0,421.0,17.54,0.0,16.0,0.25,1.0,5.0,2.0,0.0,14.0,3.0,32.0,0.66,3.0,14.0,12.0,7.0,90.0,86.0,96.0,30.0,11.0,17.0,0.0
 Etienne Capoue,1.0,0.04,0.0,1.0,0.0,0.0,0.0,23.0,3.0,0.13,1.0,1.0,0.0,875.0,38.04,0.0,4.0,0.25,5.0,62.0,3.0,0.0,21.0,1.0,43.0,0.6,12.0,43.0,35.0,22.0,119.0,114.0,99.0,13.0,42.0,23.0,0.0
 Tom Cleverley,1.0,0.04,0.0,1.0,0.0,0.0,0.0,16.0,3.0,0.19,0.0,1.0,2.0,1137.0,49.43,0.0,82.0,0.23,2.0,57.0,1.0,1.0,33.0,1.0,48.0,0.54,6.0,25.0,19.0,6.0,151.0,103.0,124.0,5.0,24.0,42.0,0.0
 Steven Davis,3.0,0.13,1.0,1.0,1.0,0.0,0.0,13.0,4.0,0.31,0.0,0.0,0.0,1044.0,45.39,1.0,42.0,0.29,7.0,45.0,0.0,0.0,8.0,3.0,30.0,0.7,4.0,15.0,23.0,12.0,137.0,61.0,75.0,9.0,14.0,26.0,1.0
 Pierre-Emile Højbjerg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.38,1.0,1.0,0.0,1108.0,48.17,0.0,12.0,0.25,5.0,51.0,6.0,0.0,32.0,1.0,45.0,0.64,5.0,37.0,24.0,15.0,180.0,123.0,137.0,21.0,28.0,28.0,1.0
 Fabian Delph,1.0,0.05,0.0,1.0,0.0,0.0,0.0,10.0,3.0,0.3,0.0,0.0,2.0,1614.0,73.36,1.0,13.0,0.23,0.0,52.0,2.0,0.0,15.0,0.0,46.0,0.74,4.0,30.0,35.0,11.0,149.0,114.0,77.0,30.0,21.0,31.0,1.0
 Andy King,3.0,0.14,0.0,2.0,1.0,0.0,0.0,14.0,5.0,0.36,0.0,0.0,0.0,560.0,25.45,0.0,13.0,0.15,1.0,26.0,2.0,0.0,9.0,1.0,26.0,0.62,5.0,11.0,26.0,11.0,75.0,54.0,40.0,2.0,15.0,14.0,1.0
 Michail Antonio,3.0,0.14,0.0,3.0,0.0,0.0,0.0,34.0,15.0,0.44,0.0,1.0,1.0,385.0,18.33,1.0,55.0,0.22,3.0,22.0,1.0,0.0,17.0,7.0,15.0,0.6,11.0,13.0,14.0,7.0,71.0,139.0,158.0,51.0,43.0,55.0,0.0
 Pedro Obiang,2.0,0.1,0.0,1.0,1.0,0.0,0.0,13.0,5.0,0.38,1.0,0.0,0.0,757.0,36.05,1.0,8.0,0.38,2.0,49.0,3.0,0.0,27.0,0.0,53.0,0.64,4.0,24.0,19.0,9.0,124.0,121.0,106.0,24.0,20.0,27.0,0.0
 Leroy Fer,1.0,0.05,0.0,0.0,1.0,0.0,0.0,12.0,3.0,0.25,0.0,1.0,1.0,632.0,31.6,1.0,8.0,0.13,3.0,43.0,5.0,0.0,28.0,1.0,44.0,0.73,2.0,12.0,23.0,16.0,76.0,137.0,92.0,26.0,42.0,22.0,2.0
 Marc Pugh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,0.26,1.0,1.0,0.0,469.0,23.45,0.0,32.0,0.13,3.0,17.0,2.0,0.0,7.0,2.0,7.0,0.43,4.0,13.0,13.0,7.0,48.0,42.0,65.0,19.0,8.0,16.0,0.0
 Danny Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.17,0.0,0.0,0.0,414.0,20.7,0.0,8.0,0.25,3.0,18.0,2.0,0.0,17.0,2.0,23.0,0.61,1.0,26.0,26.0,9.0,84.0,58.0,64.0,10.0,9.0,21.0,0.0
 Jack Wilshere,1.0,0.05,0.0,0.0,1.0,0.0,0.0,15.0,5.0,0.33,0.0,1.0,3.0,808.0,40.4,4.0,3.0,0.33,9.0,23.0,6.0,0.0,15.0,1.0,15.0,0.67,6.0,8.0,5.0,4.0,101.0,104.0,73.0,45.0,7.0,7.0,0.0
 Vicente Iborra,3.0,0.16,2.0,0.0,1.0,0.0,0.0,14.0,4.0,0.29,0.0,0.0,0.0,857.0,45.11,0.0,1.0,0.0,2.0,45.0,0.0,0.0,19.0,2.0,23.0,0.78,1.0,19.0,49.0,30.0,127.0,84.0,89.0,11.0,33.0,34.0,0.0
 Beram Kayal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25,0.0,0.0,0.0,227.0,11.95,1.0,5.0,0.4,0.0,8.0,2.0,0.0,15.0,1.0,18.0,0.61,1.0,12.0,8.0,2.0,54.0,46.0,54.0,5.0,8.0,8.0,0.0
 Junior Stanislas,5.0,0.26,0.0,4.0,1.0,1.0,1.0,45.0,20.0,0.44,1.0,2.0,2.0,489.0,25.74,3.0,71.0,0.2,4.0,9.0,1.0,0.0,6.0,1.0,16.0,0.5,14.0,6.0,11.0,4.0,74.0,48.0,65.0,20.0,10.0,25.0,0.0
 Ashley Westwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.13,0.0,1.0,1.0,599.0,31.53,2.0,13.0,0.23,0.0,64.0,2.0,0.0,13.0,0.0,13.0,0.77,5.0,19.0,16.0,7.0,84.0,34.0,39.0,2.0,10.0,5.0,0.0
 Scott Arfield,2.0,0.11,0.0,1.0,1.0,0.0,0.0,18.0,7.0,0.39,1.0,1.0,1.0,353.0,19.61,0.0,8.0,0.25,1.0,3.0,3.0,0.0,21.0,1.0,36.0,0.72,8.0,12.0,20.0,9.0,83.0,75.0,101.0,14.0,12.0,31.0,0.0
 Luciano Narsingh,1.0,0.06,0.0,0.0,1.0,0.0,0.0,9.0,5.0,0.56,1.0,1.0,0.0,194.0,10.78,2.0,23.0,0.17,0.0,4.0,0.0,0.0,3.0,4.0,7.0,0.71,1.0,3.0,3.0,0.0,32.0,37.0,48.0,17.0,2.0,15.0,0.0
 Victor Wanyama,1.0,0.06,0.0,1.0,0.0,0.0,0.0,12.0,3.0,0.25,0.0,0.0,0.0,617.0,34.28,0.0,2.0,0.0,1.0,37.0,2.0,0.0,13.0,0.0,30.0,0.67,2.0,10.0,20.0,13.0,78.0,74.0,63.0,18.0,18.0,15.0,1.0
 Philip Billing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.29,0.0,0.0,0.0,371.0,23.19,1.0,12.0,0.17,1.0,16.0,3.0,0.0,14.0,1.0,25.0,0.64,1.0,18.0,13.0,7.0,73.0,60.0,49.0,4.0,25.0,12.0,0.0
 Marouane Fellaini,4.0,0.25,2.0,2.0,0.0,0.0,0.0,10.0,7.0,0.7,1.0,1.0,0.0,393.0,24.56,0.0,3.0,0.0,0.0,11.0,1.0,0.0,13.0,3.0,15.0,0.53,1.0,14.0,18.0,13.0,46.0,69.0,62.0,5.0,38.0,26.0,0.0
 Bakary Sako,3.0,0.19,0.0,1.0,2.0,0.0,0.0,17.0,6.0,0.35,0.0,2.0,0.0,131.0,8.19,3.0,27.0,0.22,0.0,6.0,0.0,0.0,8.0,4.0,7.0,0.86,5.0,1.0,0.0,0.0,27.0,32.0,49.0,7.0,11.0,16.0,0.0
 Harry Winks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,642.0,40.13,1.0,10.0,0.2,4.0,35.0,0.0,0.0,8.0,0.0,15.0,0.8,1.0,11.0,8.0,3.0,53.0,34.0,33.0,8.0,4.0,6.0,0.0
 Claudio Yacob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.13,0.0,0.0,0.0,374.0,23.38,0.0,0.0,0.0,0.0,19.0,5.0,0.0,25.0,0.0,36.0,0.75,1.0,16.0,25.0,12.0,75.0,68.0,72.0,2.0,18.0,28.0,0.0
 Robbie Brady,1.0,0.07,0.0,1.0,0.0,0.0,0.0,24.0,6.0,0.25,1.0,0.0,2.0,454.0,30.27,3.0,123.0,0.32,4.0,31.0,3.0,0.0,20.0,3.0,32.0,0.66,11.0,7.0,25.0,11.0,74.0,68.0,81.0,16.0,9.0,12.0,0.0
 Oliver Burke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,140.0,9.33,1.0,9.0,0.22,0.0,3.0,0.0,0.0,2.0,0.0,6.0,0.67,2.0,7.0,2.0,1.0,14.0,29.0,38.0,13.0,5.0,7.0,0.0
 Will Hughes,2.0,0.13,0.0,0.0,2.0,0.0,0.0,12.0,4.0,0.33,0.0,0.0,3.0,403.0,26.87,1.0,10.0,0.1,4.0,3.0,0.0,0.0,19.0,1.0,34.0,0.53,1.0,15.0,6.0,2.0,58.0,65.0,68.0,7.0,3.0,14.0,0.0
 Ainsley Maitland-Niles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,536.0,35.73,1.0,20.0,0.25,0.0,22.0,1.0,0.0,10.0,0.0,25.0,0.68,1.0,12.0,22.0,8.0,73.0,56.0,59.0,20.0,6.0,14.0,0.0
 Wayne Routledge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.4,0.0,0.0,0.0,160.0,10.67,0.0,15.0,0.27,0.0,1.0,1.0,0.0,9.0,0.0,10.0,0.5,1.0,2.0,4.0,1.0,28.0,21.0,34.0,6.0,5.0,9.0,0.0
 Coutinho,7.0,0.5,1.0,6.0,0.0,0.0,2.0,54.0,17.0,0.31,2.0,1.0,6.0,690.0,49.29,7.0,58.0,0.34,17.0,38.0,0.0,0.0,5.0,4.0,17.0,0.82,23.0,10.0,2.0,1.0,60.0,78.0,77.0,39.0,1.0,7.0,0.0
 Fousseni Diabaté,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.33,0.0,1.0,1.0,227.0,16.21,0.0,10.0,0.3,1.0,4.0,1.0,0.0,1.0,1.0,9.0,0.67,0.0,8.0,7.0,5.0,33.0,53.0,50.0,16.0,14.0,11.0,0.0
 Edimilson Fernandes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.14,0.0,0.0,1.0,268.0,19.14,0.0,7.0,0.14,0.0,18.0,1.0,0.0,5.0,0.0,17.0,0.53,4.0,16.0,4.0,1.0,49.0,48.0,42.0,10.0,10.0,16.0,0.0
 Alex Pritchard,1.0,0.07,0.0,0.0,1.0,0.0,0.0,20.0,4.0,0.2,0.0,0.0,1.0,344.0,24.57,5.0,48.0,0.27,1.0,12.0,1.0,0.0,5.0,1.0,19.0,0.42,11.0,5.0,8.0,1.0,69.0,58.0,66.0,14.0,2.0,19.0,0.0
 Harry Arter,1.0,0.08,0.0,0.0,1.0,0.0,0.0,11.0,1.0,0.09,0.0,0.0,0.0,586.0,45.08,0.0,5.0,0.0,1.0,37.0,4.0,0.0,9.0,0.0,19.0,0.84,6.0,9.0,5.0,0.0,66.0,44.0,39.0,4.0,6.0,2.0,0.0
 Isaiah Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,129.0,9.92,1.0,7.0,0.29,0.0,5.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,17.0,25.0,43.0,6.0,13.0,24.0,0.0
 Mohamed Elneny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.13,0.0,0.0,1.0,837.0,64.38,1.0,8.0,0.0,2.0,23.0,3.0,1.0,4.0,1.0,12.0,0.5,4.0,10.0,12.0,4.0,79.0,27.0,29.0,3.0,6.0,13.0,0.0
 Matty James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.18,1.0,1.0,0.0,446.0,34.31,0.0,2.0,0.0,1.0,16.0,2.0,0.0,21.0,0.0,19.0,0.53,5.0,17.0,24.0,9.0,56.0,52.0,53.0,8.0,20.0,15.0,0.0
 Scott McTominay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,343.0,26.38,0.0,4.0,0.0,1.0,12.0,2.0,0.0,7.0,0.0,11.0,0.82,0.0,13.0,9.0,8.0,44.0,43.0,38.0,5.0,12.0,10.0,0.0
 João Mário,2.0,0.15,0.0,2.0,0.0,0.0,0.0,16.0,4.0,0.25,0.0,1.0,1.0,442.0,34.0,1.0,50.0,0.22,5.0,10.0,0.0,0.0,14.0,0.0,14.0,0.79,4.0,8.0,3.0,2.0,76.0,58.0,81.0,17.0,7.0,27.0,0.0
 Badou Ndiaye,2.0,0.15,0.0,2.0,0.0,0.0,0.0,19.0,6.0,0.32,0.0,1.0,1.0,337.0,25.92,0.0,4.0,0.25,1.0,20.0,5.0,0.0,24.0,2.0,53.0,0.53,6.0,13.0,17.0,7.0,85.0,101.0,81.0,17.0,10.0,10.0,0.0
 Kenedy,2.0,0.15,0.0,0.0,2.0,0.0,0.0,23.0,5.0,0.22,3.0,1.0,2.0,351.0,27.0,2.0,38.0,0.29,2.0,8.0,1.0,0.0,15.0,0.0,31.0,0.55,11.0,14.0,9.0,5.0,84.0,69.0,92.0,16.0,2.0,17.0,0.0
 Daniel Drinkwater,1.0,0.08,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.33,0.0,2.0,0.0,385.0,32.08,0.0,2.0,0.0,3.0,16.0,0.0,0.0,10.0,0.0,15.0,0.67,2.0,8.0,7.0,5.0,37.0,22.0,30.0,3.0,0.0,3.0,0.0
 Adam Lallana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,220.0,18.33,0.0,8.0,0.25,0.0,4.0,1.0,0.0,4.0,1.0,3.0,0.33,6.0,1.0,1.0,0.0,15.0,17.0,27.0,6.0,3.0,4.0,0.0
 Renato Sanches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,379.0,31.58,0.0,32.0,0.16,1.0,17.0,1.0,0.0,8.0,0.0,12.0,0.58,3.0,7.0,4.0,2.0,50.0,59.0,72.0,25.0,2.0,13.0,0.0
 Adrien Silva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.18,0.0,0.0,1.0,433.0,36.08,1.0,4.0,0.0,3.0,19.0,3.0,0.0,9.0,0.0,22.0,0.59,5.0,14.0,0.0,0.0,58.0,47.0,68.0,6.0,11.0,19.0,0.0
 Charlie Adam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.3,1.0,1.0,0.0,246.0,22.36,3.0,30.0,0.27,3.0,23.0,2.0,1.0,8.0,0.0,9.0,0.56,3.0,9.0,9.0,5.0,40.0,36.0,29.0,12.0,7.0,5.0,1.0
 Roque Mesa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.14,0.0,0.0,0.0,486.0,44.18,0.0,1.0,1.0,0.0,27.0,3.0,0.0,14.0,0.0,20.0,0.65,2.0,13.0,6.0,3.0,86.0,36.0,51.0,5.0,2.0,3.0,0.0
 Sam Field,1.0,0.1,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.2,0.0,0.0,0.0,166.0,16.6,0.0,8.0,0.13,0.0,13.0,3.0,0.0,11.0,0.0,14.0,0.79,4.0,11.0,7.0,6.0,28.0,32.0,38.0,3.0,8.0,9.0,0.0
 Jason Puncheon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.2,0.0,2.0,0.0,238.0,23.8,0.0,20.0,0.25,0.0,10.0,5.0,0.0,14.0,0.0,13.0,0.31,5.0,5.0,4.0,1.0,27.0,24.0,41.0,4.0,4.0,8.0,0.0
 Yaya Touré,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,0.0,0.0,2.0,416.0,41.6,1.0,0.0,0.0,3.0,13.0,1.0,0.0,5.0,0.0,2.0,1.0,4.0,5.0,4.0,4.0,9.0,11.0,11.0,4.0,5.0,4.0,0.0
 Georges-Kévin Nkoudou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,83.0,9.22,0.0,13.0,0.08,0.0,4.0,1.0,0.0,4.0,0.0,7.0,0.86,1.0,1.0,1.0,1.0,21.0,20.0,32.0,6.0,0.0,1.0,0.0
 Daniel Amartey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,31.25,0.0,0.0,0.0,0.0,11.0,0.0,1.0,5.0,0.0,8.0,0.5,0.0,7.0,16.0,9.0,30.0,29.0,21.0,4.0,10.0,7.0,0.0
 Beni Baningime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,10.25,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,6.0,0.33,0.0,2.0,1.0,0.0,9.0,9.0,14.0,1.0,1.0,2.0,0.0
 Hamza Choudhury,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,164.0,20.5,1.0,1.0,0.0,1.0,12.0,1.0,0.0,5.0,0.0,9.0,0.56,2.0,8.0,4.0,2.0,22.0,14.0,17.0,0.0,0.0,1.0,0.0
 Ben Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,236.0,29.5,0.0,4.0,0.25,0.0,18.0,1.0,0.0,11.0,0.0,19.0,0.47,1.0,7.0,9.0,2.0,37.0,34.0,38.0,0.0,10.0,7.0,0.0
 Oleksandr Zinchenko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.4,0.0,0.0,0.0,672.0,84.0,0.0,10.0,0.0,0.0,17.0,1.0,0.0,7.0,2.0,23.0,0.7,0.0,6.0,7.0,5.0,32.0,43.0,18.0,3.0,16.0,3.0,0.0
 Francis Coquelin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,96.0,13.71,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,5.0,0.8,1.0,3.0,2.0,0.0,11.0,9.0,8.0,1.0,2.0,2.0,0.0
 Davy Klaassen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,99.0,14.14,0.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0,3.0,0.33,0.0,1.0,1.0,0.0,10.0,7.0,13.0,0.0,3.0,3.0,0.0
 Lee Chung-yong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,9.57,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,8.0,9.0,2.0,2.0,4.0,1.0
 Sam McQueen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,9.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,3.0,1.0,10.0,6.0,5.0,2.0,0.0,1.0,0.0
 Aaron Wan-Bissaka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,29.0,0.0,20.0,0.2,0.0,5.0,1.0,0.0,2.0,0.0,29.0,0.62,0.0,15.0,34.0,15.0,38.0,54.0,24.0,13.0,9.0,10.0,0.0
 Ibrahim Afellay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,13.5,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,15.0,4.0,5.0,1.0,0.0,0.0,0.0
 Nathaniel Chalobah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.33,0.0,1.0,0.0,182.0,30.33,0.0,2.0,0.0,1.0,9.0,1.0,0.0,3.0,1.0,9.0,0.67,2.0,6.0,6.0,6.0,36.0,33.0,20.0,7.0,11.0,5.0,0.0
 Lucas Moura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.4,0.0,0.0,1.0,113.0,18.83,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.5,1.0,2.0,2.0,2.0,12.0,21.0,23.0,6.0,4.0,1.0,0.0
 Josh Sims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.45,1.0,0.0,0.0,62.0,10.33,0.0,3.0,0.67,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.75,4.0,1.0,0.0,0.0,5.0,11.0,19.0,2.0,4.0,4.0,0.0
 Leon Britton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,27.4,0.0,1.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,6.0,0.83,0.0,1.0,1.0,1.0,19.0,7.0,18.0,0.0,0.0,4.0,0.0
 Nacer Chadli,1.0,0.2,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.5,0.0,0.0,0.0,69.0,13.8,0.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,15.0,3.0,10.0,1.0,1.0,2.0,0.0
 Brahim Diaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.33,0.0,1.0,0.0,28.0,5.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,6.0,5.0,1.0,0.0,3.0,0.0
 Abdelhamid Sabiri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,98.0,19.6,0.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,5.0,0.8,3.0,1.0,2.0,0.0,8.0,24.0,26.0,1.0,14.0,13.0,0.0
 Stephen Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,66.0,16.5,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,0.33,0.0,1.0,1.0,0.0,2.0,5.0,8.0,1.0,0.0,2.0,0.0
 James McCarthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,97.0,24.25,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,9.0,1.0,0.0,5.0,3.0,0.0,20.0,18.0,12.0,3.0,4.0,4.0,1.0
 James Morrison,1.0,0.25,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.5,0.0,2.0,0.0,88.0,22.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,1.0,0.0,0.0,11.0,5.0,7.0,2.0,0.0,2.0,0.0
 Jamie Murphy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,10.75,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,6.0,8.0,8.0,1.0,0.0,2.0,0.0
 Kasey Palmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,53.0,13.25,0.0,4.0,0.25,1.0,1.0,2.0,0.0,4.0,0.0,6.0,0.5,1.0,0.0,1.0,0.0,8.0,12.0,22.0,3.0,2.0,7.0,0.0
 Dean Whitehead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0
 Harvey Barnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
 Marko Grujic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0
 Charly Musonda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,18.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,6.0,1.0,1.0,0.0,0.0
