name,goals,goals per match,headed goals,goals with right foot,goals with left foot,penalties scored,freekicks scored,shots,shots on target,shooting accuracy ,hit woodwork,big chances missed,assists,passes,passes per match,big chances created,crosses,cross accuracy,through balls,accurate long balls,yellow cards,red cards,fouls,offsides,tackles,tackle success,blocked shots,interceptions,clearances,headed clearance,recoveries,duels won,duels lost,successful 50/50,aerial battles won,aerial battles lost,errors leading to goal
 Max Meyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.3,1.0,0.0,1.0,183.0,20.33,0.0,4.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,7.0,0.57,3.0,5.0,2.0,0.0,18.0,14.0,11.0,2.0,0.0,4.0,0.0
 Henrikh Mkhitaryan,2.0,0.22,0.0,1.0,1.0,0.0,0.0,16.0,4.0,0.25,0.0,2.0,1.0,242.0,26.89,2.0,20.0,0.05,0.0,6.0,0.0,0.0,7.0,2.0,12.0,0.67,6.0,4.0,3.0,1.0,39.0,26.0,39.0,5.0,8.0,8.0,0.0
 Alex Pritchard,1.0,0.11,0.0,0.0,1.0,0.0,0.0,15.0,6.0,0.4,0.0,0.0,0.0,238.0,26.44,0.0,15.0,0.07,0.0,8.0,0.0,0.0,3.0,5.0,9.0,0.67,3.0,6.0,4.0,1.0,34.0,30.0,50.0,7.0,3.0,11.0,0.0
 Joe Ralls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.11,0.0,0.0,0.0,328.0,36.44,3.0,25.0,0.24,0.0,41.0,1.0,1.0,12.0,0.0,18.0,0.56,5.0,14.0,15.0,5.0,63.0,40.0,41.0,3.0,15.0,16.0,0.0
 Stuart Armstrong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.67,0.0,2.0,0.0,87.0,10.88,0.0,4.0,0.75,0.0,2.0,0.0,0.0,7.0,1.0,7.0,0.71,0.0,3.0,0.0,0.0,14.0,10.0,17.0,1.0,0.0,4.0,0.0
 Mohamed Elyounoussi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.4,1.0,3.0,0.0,142.0,17.75,0.0,41.0,0.29,0.0,7.0,0.0,0.0,3.0,2.0,9.0,0.67,4.0,6.0,5.0,1.0,29.0,29.0,25.0,6.0,6.0,9.0,0.0
 Jonathan Hogg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25,1.0,0.0,1.0,482.0,60.25,0.0,0.0,0.0,1.0,20.0,0.0,1.0,15.0,0.0,20.0,0.7,1.0,23.0,4.0,4.0,74.0,38.0,48.0,4.0,8.0,12.0,0.0
 Beram Kayal,1.0,0.13,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,166.0,20.75,2.0,5.0,0.2,0.0,3.0,4.0,0.0,12.0,0.0,17.0,0.65,0.0,10.0,18.0,13.0,38.0,42.0,50.0,9.0,12.0,18.0,0.0
 Erik Lamela,4.0,0.5,1.0,1.0,2.0,0.0,0.0,15.0,8.0,0.53,0.0,2.0,1.0,175.0,21.88,0.0,10.0,0.2,3.0,1.0,0.0,0.0,11.0,1.0,6.0,0.67,3.0,3.0,0.0,0.0,25.0,29.0,42.0,8.0,3.0,9.0,0.0
 Jesse Lingard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.27,0.0,0.0,0.0,196.0,24.5,1.0,10.0,0.2,0.0,6.0,0.0,0.0,6.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,17.0,18.0,28.0,5.0,2.0,8.0,0.0
 Isaac Mbenza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.29,0.0,0.0,0.0,52.0,6.5,0.0,6.0,0.17,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.67,3.0,4.0,1.0,0.0,13.0,4.0,6.0,0.0,0.0,1.0,0.0
 Mark Noble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.5,0.0,0.0,2.0,389.0,48.63,1.0,7.0,0.29,1.0,29.0,2.0,1.0,10.0,0.0,13.0,0.46,1.0,3.0,2.0,0.0,44.0,27.0,31.0,1.0,0.0,3.0,0.0
 Davy Pröpper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,217.0,27.13,1.0,4.0,0.25,1.0,12.0,1.0,0.0,9.0,0.0,17.0,0.59,0.0,12.0,9.0,5.0,43.0,34.0,39.0,6.0,5.0,6.0,0.0
 Jonjo Shelvey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.46,0.0,0.0,1.0,434.0,54.25,2.0,33.0,0.33,3.0,58.0,0.0,0.0,9.0,0.0,19.0,0.53,3.0,5.0,8.0,0.0,66.0,37.0,31.0,6.0,8.0,10.0,0.0
 Dele Alli,1.0,0.14,1.0,0.0,0.0,0.0,0.0,11.0,6.0,0.55,0.0,2.0,0.0,277.0,39.57,1.0,4.0,0.0,3.0,9.0,0.0,0.0,6.0,2.0,12.0,0.67,2.0,9.0,4.0,1.0,35.0,27.0,25.0,5.0,4.0,4.0,0.0
 Christian Atsu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.67,0.0,0.0,0.0,48.0,6.86,1.0,7.0,0.57,0.0,1.0,1.0,0.0,2.0,2.0,4.0,0.75,0.0,1.0,3.0,0.0,15.0,11.0,24.0,3.0,1.0,8.0,0.0
 Tom Cairney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.33,0.0,0.0,1.0,334.0,47.71,1.0,0.0,0.0,1.0,21.0,0.0,0.0,2.0,0.0,4.0,0.5,1.0,2.0,3.0,1.0,31.0,20.0,11.0,7.0,0.0,0.0,0.0
 Ilkay Gündogan,2.0,0.29,0.0,1.0,1.0,0.0,0.0,13.0,4.0,0.31,0.0,1.0,2.0,321.0,45.86,4.0,17.0,0.29,1.0,8.0,0.0,0.0,1.0,0.0,5.0,1.0,5.0,3.0,2.0,1.0,18.0,13.0,14.0,1.0,3.0,3.0,0.0
 Pedro Obiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.1,0.0,0.0,1.0,189.0,27.0,2.0,1.0,0.0,2.0,15.0,0.0,0.0,4.0,2.0,14.0,0.71,3.0,2.0,5.0,2.0,23.0,21.0,27.0,1.0,2.0,12.0,0.0
 Fred,1.0,0.14,0.0,1.0,0.0,0.0,0.0,10.0,2.0,0.2,1.0,1.0,0.0,352.0,50.29,1.0,10.0,0.4,2.0,29.0,1.0,0.0,13.0,0.0,14.0,0.43,1.0,9.0,6.0,2.0,49.0,27.0,32.0,2.0,2.0,5.0,0.0
 Oriol Romeu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,174.0,24.86,0.0,1.0,0.0,0.0,10.0,3.0,0.0,8.0,0.0,12.0,0.33,2.0,9.0,5.0,2.0,23.0,22.0,16.0,1.0,7.0,3.0,0.0
 Moussa Sissoko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.33,0.0,1.0,1.0,301.0,43.0,1.0,5.0,0.2,0.0,11.0,0.0,0.0,2.0,0.0,5.0,0.8,2.0,4.0,7.0,5.0,42.0,25.0,21.0,10.0,6.0,4.0,0.0
 Tom Davies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,263.0,43.83,0.0,4.0,0.0,1.0,12.0,2.0,0.0,9.0,0.0,14.0,0.64,0.0,5.0,7.0,3.0,34.0,28.0,29.0,5.0,3.0,8.0,0.0
 Morgan Gibbs-White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,51.0,8.5,1.0,3.0,0.33,2.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,3.0,0.0,3.0,0.0
 Ander Herrera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.33,0.0,0.0,0.0,98.0,16.33,0.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,7.0,0.57,1.0,4.0,5.0,4.0,18.0,13.0,11.0,0.0,1.0,2.0,0.0
 Jacob Murphy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,37.0,6.17,0.0,12.0,0.17,1.0,3.0,0.0,0.0,3.0,0.0,2.0,0.5,0.0,1.0,3.0,0.0,9.0,7.0,12.0,3.0,2.0,3.0,0.0
 Morgan Schneiderlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,29.67,1.0,0.0,0.0,1.0,12.0,1.0,0.0,8.0,0.0,7.0,0.57,0.0,6.0,5.0,3.0,17.0,17.0,15.0,0.0,7.0,3.0,0.0
 Junior Stanislas,1.0,0.17,0.0,1.0,0.0,1.0,0.0,7.0,3.0,0.43,0.0,0.0,1.0,75.0,12.5,1.0,16.0,0.25,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,6.0,3.0,6.0,0.0,1.0,2.0,0.0
 Andrew Surman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,234.0,39.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,4.0,0.0,3.0,0.33,1.0,2.0,11.0,8.0,20.0,15.0,19.0,0.0,10.0,11.0,0.0
 Grady Diangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,106.0,21.2,2.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,9.0,0.56,1.0,0.0,2.0,1.0,12.0,29.0,29.0,12.0,2.0,9.0,0.0
 Jordon Ibe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,37.0,7.4,0.0,10.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,7.0,4.0,15.0,2.0,0.0,1.0,0.0
 Ki Sung-yueng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,111.0,22.2,1.0,13.0,0.38,0.0,9.0,0.0,0.0,3.0,0.0,3.0,0.67,2.0,7.0,8.0,3.0,16.0,13.0,13.0,1.0,4.0,5.0,0.0
 Carlos Sánchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,113.0,22.6,0.0,0.0,0.0,1.0,13.0,0.0,0.0,3.0,0.0,4.0,0.75,3.0,1.0,2.0,0.0,11.0,8.0,12.0,2.0,1.0,0.0,1.0
 Ken Sema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,7.0,11.0,12.0,2.0,4.0,3.0,0.0
 Rajiv van La Parra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,105.0,21.0,0.0,6.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,9.0,0.67,1.0,4.0,1.0,0.0,33.0,31.0,46.0,7.0,1.0,7.0,0.0
 James Ward-Prowse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,82.0,16.4,0.0,22.0,0.23,0.0,4.0,1.0,0.0,2.0,0.0,3.0,0.33,0.0,4.0,3.0,0.0,13.0,7.0,8.0,1.0,2.0,1.0,0.0
 Steven Defour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,36.25,0.0,2.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0,7.0,0.43,0.0,2.0,6.0,1.0,24.0,8.0,15.0,0.0,0.0,5.0,0.0
 Pascal Groß,1.0,0.25,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,70.0,17.5,0.0,21.0,0.33,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.25,0.0,1.0,2.0,0.0,8.0,12.0,10.0,1.0,2.0,9.0,0.0
 Aron Gunnarsson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,154.0,38.5,0.0,5.0,0.2,1.0,4.0,1.0,0.0,1.0,0.0,6.0,0.67,1.0,4.0,8.0,2.0,29.0,20.0,12.0,3.0,8.0,7.0,0.0
 Kadeem Harris,1.0,0.25,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,0.0,42.0,10.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.5,0.0,0.0,0.0,0.0,4.0,11.0,10.0,4.0,1.0,5.0,0.0
 Andreas Pereira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,114.0,28.5,0.0,4.0,0.25,0.0,7.0,2.0,0.0,5.0,0.0,5.0,0.6,2.0,6.0,4.0,3.0,17.0,9.0,9.0,1.0,1.0,0.0,0.0
 Vicente Iborra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,99.0,24.75,0.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,3.0,0.33,0.0,5.0,1.0,0.0,13.0,6.0,11.0,0.0,3.0,0.0,0.0
 Scott McTominay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,90.0,22.5,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,4.0,0.75,0.0,2.0,2.0,2.0,9.0,10.0,7.0,0.0,5.0,3.0,0.0
 Fabinho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,205.0,51.25,0.0,1.0,0.0,0.0,5.0,1.0,0.0,7.0,0.0,9.0,0.22,1.0,5.0,3.0,1.0,14.0,17.0,17.0,1.0,4.0,4.0,0.0
 André Gomes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.17,0.0,0.0,0.0,213.0,53.25,0.0,2.0,0.5,0.0,11.0,0.0,0.0,12.0,0.0,7.0,0.29,2.0,2.0,1.0,1.0,32.0,21.0,24.0,5.0,4.0,3.0,0.0
 Victor Wanyama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,82.0,20.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,4.0,4.0,5.0,10.0,5.0,1.0,6.0,2.0,0.0
 Jack Wilshere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,170.0,42.5,0.0,2.0,0.0,0.0,14.0,2.0,0.0,6.0,0.0,7.0,0.57,0.0,7.0,0.0,0.0,22.0,30.0,17.0,10.0,3.0,0.0,0.0
 Robbie Brady,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,38.0,12.67,0.0,11.0,0.27,0.0,1.0,2.0,0.0,4.0,0.0,2.0,0.5,3.0,1.0,2.0,1.0,8.0,4.0,15.0,1.0,1.0,4.0,0.0
 Nathaniel Chalobah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,10.67,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,3.0,9.0,0.0,2.0,1.0,0.0
 Kevin De Bruyne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,72.0,24.0,0.0,2.0,0.0,2.0,6.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,5.0,5.0,2.0,1.0,0.0,0.0
 Fabian Delph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,50.0,0.0,3.0,0.33,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.6,0.0,6.0,4.0,1.0,15.0,10.0,8.0,4.0,1.0,2.0,0.0
 Cesc Fàbregas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,26.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0
 Isaac Hayden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,13.67,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,0.33,0.0,6.0,4.0,3.0,14.0,12.0,5.0,1.0,5.0,1.0,0.0
 Adam Lallana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,87.0,29.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,0.25,1.0,2.0,1.0,1.0,7.0,12.0,12.0,2.0,2.0,4.0,0.0
 Ruben Loftus-Cheek,1.0,0.33,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.2,0.0,0.0,0.0,46.0,15.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,8.0,4.0,2.0,2.0,0.0,0.0
 Juninho Bacuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
 Loïc Damour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,5.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
 Victor Moses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
 Adrien Silva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,39.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,7.0,1.0,0.0,2.0,0.0
 Romain Saïss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0
 Ramadan Sobhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0
 Luke Amos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0
 Steven Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Ainsley Maitland-Niles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,2.0,0.0,1.0,0.0
 Jason Puncheon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
 Abdelhamid Sabiri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0
 Oleksandr Zinchenko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.33,0.0,0.0,0.0,128.0,128.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.67,1.0,3.0,0.0,0.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0
